row_label_raw,row_label_full,col_0,31/12/2020VND,1/1/2020VND,numeric__31/12/2020VND,numeric__1/1/2020VND
Khách hàng là các bên liên quan,Khách hàng là các bên liên quan,Khách hàng là các bên liên quan,Khách hàng là các bên liên quan,Khách hàng là các bên liên quan,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,
Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Các công ty con > Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,6.541.529.291,3.343.544.469,6541529291.0,3343544469.0
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Các công ty con > Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,4.523.259.098,5.319.179.571,4523259098.0,5319179571.0
Công ty Cổ phần Cảng Xanh VIP,Các công ty con > Công ty Cổ phần Cảng Xanh VIP,Công ty Cổ phần Cảng Xanh VIP,2.114.268.985,9.567.212.545,2114268985.0,9567212545.0
Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Các công ty con > Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,833.853.883,2.241.169.083,833853883.0,2241169083.0
Công ty Cổ phần Container Miền Trung,Các công ty con > Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,20.964.857,-,20964857.0,
Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Các công ty con > Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,-,33.000.000,,33000000.0
Khách hàng là các bên thứ ba,Khách hàng là các bên thứ ba,Khách hàng là các bên thứ ba,Khách hàng là các bên thứ ba,Khách hàng là các bên thứ ba,,
Công ty Cổ phần CMA - CGM Việt Nam,Khách hàng là các bên thứ ba > Công ty Cổ phần CMA - CGM Việt Nam,Công ty Cổ phần CMA - CGM Việt Nam,1.118.423.801,2.349.220.930,1118423801.0,2349220930.0
Công ty TNHH APL - NOL Việt Nam,Khách hàng là các bên thứ ba > Công ty TNHH APL - NOL Việt Nam,Công ty TNHH APL - NOL Việt Nam,111.595.953,2.659.469.077,111595953.0,2659469077.0
Công ty Cổ phần Transimex,Khách hàng là các bên thứ ba > Công ty Cổ phần Transimex,Công ty Cổ phần Transimex,-,3.918.375.078,,3918375078.0
"Cheng Lie Navigation Company - Chi nhánh của APL Co., Pte. Ltd","Khách hàng là các bên thứ ba > Cheng Lie Navigation Company - Chi nhánh của APL Co., Pte. Ltd","Cheng Lie Navigation Company - Chi nhánh của APL Co., Pte. Ltd",91.976.210,3.234.382.291,91976210.0,3234382291.0
Công ty TNHH Cosco Shipping Lines Việt Nam,Khách hàng là các bên thứ ba > Công ty TNHH Cosco Shipping Lines Việt Nam,Công ty TNHH Cosco Shipping Lines Việt Nam,25.837.920,9.929.907.351,25837920.0,9929907351.0
Công ty TNHH Namsung Shipping Việt Nam – Chi nhánh Hải Phòng,Khách hàng là các bên thứ ba > Công ty TNHH Namsung Shipping Việt Nam – Chi nhánh Hải Phòng,Công ty TNHH Namsung Shipping Việt Nam – Chi nhánh Hải Phòng,-,3.243.656.785,,3243656785.0
Công ty TNHH S5 ASIA,Khách hàng là các bên thứ ba > Công ty TNHH S5 ASIA,Công ty TNHH S5 ASIA,-,2.161.725.597,,2161725597.0
Công ty TNHH Sinokor Việt Nam,Khách hàng là các bên thứ ba > Công ty TNHH Sinokor Việt Nam,Công ty TNHH Sinokor Việt Nam,-,1.823.386.814,,1823386814.0
Công ty Dịch vụ Hàng hải Phương Đông (Orimas),Khách hàng là các bên thứ ba > Công ty Dịch vụ Hàng hải Phương Đông (Orimas),Công ty Dịch vụ Hàng hải Phương Đông (Orimas),-,1.685.807.094,,1685807094.0
Công ty TNHH KMTC Việt Nam,Khách hàng là các bên thứ ba > Công ty TNHH KMTC Việt Nam,Công ty TNHH KMTC Việt Nam,-,1.381.836.549,,1381836549.0
Yang Ming Marine Transport Corporation,Khách hàng là các bên thứ ba > Yang Ming Marine Transport Corporation,Yang Ming Marine Transport Corporation,-,1.155.106.752,,1155106752.0
Các khách hàng khác,Khách hàng là các bên thứ ba > Các khách hàng khác,Các khách hàng khác,8.751.181.503,14.272.788.496,8751181503.0,14272788496.0
,,,24.132.891.501,68.319.768.482,24132891501.0,68319768482.0
