row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2020VND > 255.976.154,Số phải nộp trong năm VND > 13.766.349.160,Số đã khấu trừ trong năm VND > (10.717.826.595),Số đã nộp trong năm VND > (2.970.598.188),31/12/2020VND > 333.900.531,numeric__1/1/2020VND > 255.976.154,numeric__Số phải nộp trong năm VND > 13.766.349.160,numeric__Số đã khấu trừ trong năm VND > (10.717.826.595),numeric__Số đã nộp trong năm VND > (2.970.598.188),numeric__31/12/2020VND > 333.900.531
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,4.888.148.307,2.101.053.246,-,(6.677.293.187),311.908.366,4888148307.0,2101053246.0,,-6677293187.0,311908366.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,840.433.530,1.861.767.307,-,(2.323.969.932),378.230.905,840433530.0,1861767307.0,,-2323969932.0,378230905.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,788.093.188,13.861.014.127,-,(13.825.927.928),823.179.387,788093188.0,13861014127.0,,-13825927928.0,823179387.0
,,,6.772.651.179,31.590.183.840,(10.717.826.595),(25.797.789.235),1.847.219.189,6772651179.0,31590183840.0,-10717826595.0,-25797789235.0,1847219189.0
