row_label_raw,row_label_full,col_0,Công cụvà dụng cụVND,Chi phí khácVND,Tổng cộngVND,numeric__Công cụvà dụng cụVND,numeric__Chi phí khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,10.368.463.226,3.337.711.176,13.706.174.402,10368463226.0,3337711176.0,13706174402.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,56.072.728,210.911.400,266.984.128,56072728.0,210911400.0,266984128.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(310.343.496),(247.847.789),(558.191.285),-310343496.0,-247847789.0,-558191285.0
Thanh lý,Thanh lý,Thanh lý,(10.022.674.413),(3.179.740.821),(13.202.415.234),-10022674413.0,-3179740821.0,-13202415234.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,91.518.045,121.033.966,212.552.011,91518045.0,121033966.0,212552011.0
