row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2020VND,2019VND,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,32.057.206.531,37.307.502.161,32057206531.0,37307502161.0
Sử dụng dịch vụ,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,7.375.801.199,31.150.299.416,7375801199.0,31150299416.0
Góp vốn,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Góp vốn,Góp vốn,-,30.000.000.000,,30000000000.0
Lợi nhuận được chia từ công ty con,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,12.423.294.278,13.840.797.893,12423294278.0,13840797893.0
Nhận tiền trả gốc vay,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Nhận tiền trả gốc vay,Nhận tiền trả gốc vay,4.040.404.044,5.685.858.589,4040404044.0,5685858589.0
Lãi cho vay,Công ty TNHH Một thành viên Vận tải biển Ngôi sao Xanh > Lãi cho vay,Lãi cho vay,514.437.261,955.663.676,514437261.0,955663676.0
Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,Công ty Cổ phần Container Miền Trung,,
Cung cấp dịch vụ,Công ty Cổ phần Container Miền Trung > Cung cấp dịch vụ,Cung cấp dịch vụ,71.635.000,39.000.000,71635000.0,39000000.0
Sử dụng dịch vụ,Công ty Cổ phần Container Miền Trung > Sử dụng dịch vụ,Sử dụng dịch vụ,107.799.994,1.158.131.363,107799994.0,1158131363.0
Lợi nhuận được chia từ công ty con,Công ty Cổ phần Container Miền Trung > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,2.379.000.000,2.379.000.000,2379000000.0,2379000000.0
Cho vay,Công ty Cổ phần Container Miền Trung > Cho vay,Cho vay,-,11.000.000.000,,11000000000.0
Nhận tiền trả gốc vay,Công ty Cổ phần Container Miền Trung > Nhận tiền trả gốc vay,Nhận tiền trả gốc vay,5.157.894.726,2.255.428.946,5157894726.0,2255428946.0
Lãi cho vay,Công ty Cổ phần Container Miền Trung > Lãi cho vay,Lãi cho vay,909.233.811,532.883.546,909233811.0,532883546.0
Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,Công ty TNHH Một thành viên Viconship Hồ Chí Minh,,
Cung cấp dịch vụ,Công ty TNHH Một thành viên Viconship Hồ Chí Minh > Cung cấp dịch vụ,Cung cấp dịch vụ,-,60.000.000,,60000000.0
Sử dụng dịch vụ,Công ty TNHH Một thành viên Viconship Hồ Chí Minh > Sử dụng dịch vụ,Sử dụng dịch vụ,259.751.222,870.662.535,259751222.0,870662535.0
Lợi nhuận được chia từ công ty con,Công ty TNHH Một thành viên Viconship Hồ Chí Minh > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,1.791.195.468,690.802.000,1791195468.0,690802000.0
Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,Công ty TNHH Một thành viên Trung tâm Logistics Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty TNHH Một thành viên Trung tâm Logistics Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,8.751.282.640,7.698.494.511,8751282640.0,7698494511.0
Sử dụng dịch vụ,Công ty TNHH Một thành viên Trung tâm Logistics Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,197.506.400,30.253.869.318,197506400.0,30253869318.0
Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,12.187.235.078,15.548.898.021,12187235078.0,15548898021.0
Sử dụng dịch vụ,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Sử dụng dịch vụ,Sử dụng dịch vụ,404.589.013,26.739.972.382,404589013.0,26739972382.0
Lợi nhuận được chia từ công ty con,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,8.040.000.000,-,8040000000.0,
Cho vay,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Cho vay,Cho vay,-,8.000.000.000,,8000000000.0
Nhận tiền trả gốc vay,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Nhận tiền trả gốc vay,Nhận tiền trả gốc vay,49.540.740.740,11.222.222.222,49540740740.0,11222222222.0
Lãi cho vay,Công ty Cổ phần Đầu tư Dịch vụ và Phát triển Xanh > Lãi cho vay,Lãi cho vay,4.112.412.520,4.977.833.621,4112412520.0,4977833621.0
Công ty Cổ phần Căng Xanh VIP,Công ty Cổ phần Căng Xanh VIP,Công ty Cổ phần Căng Xanh VIP,Công ty Cổ phần Căng Xanh VIP,Công ty Cổ phần Căng Xanh VIP,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Căng Xanh VIP > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,19.780.543.917,35.517.398.282,19780543917.0,35517398282.0
Sử dụng dịch vụ,Công ty Cổ phần Căng Xanh VIP > Sử dụng dịch vụ,Sử dụng dịch vụ,6.440.000,9.371.066.386,6440000.0,9371066386.0
Lợi nhuận được chia từ công ty con,Công ty Cổ phần Căng Xanh VIP > Lợi nhuận được chia từ công ty con,Lợi nhuận được chia từ công ty con,47.025.000.000,37.620.000.000,47025000000.0,37620000000.0
Nhận tiền trả gốc vay,Công ty Cổ phần Căng Xanh VIP > Nhận tiền trả gốc vay,Nhận tiền trả gốc vay,43.817.388.847,21.908.694.424,43817388847.0,21908694424.0
