row_label_raw,row_label_full,col_0,Mã số,2020 VND,2019 VND,numeric__Mã số,numeric__2020 VND,numeric__2019 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,87.479.619.634,169.060.753.492,1.0,87479619634.0,169060753492.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,5.360.039.190,23.039.041.602,2.0,5360039190.0,23039041602.0
Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại,,,,,,
các khoản mục tiền tệ có gốc ngoại tệ,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,(207.009.808),(58.830.529),4.0,-207009808.0,-58830529.0
Lãi từ hoạt động đầu tư,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,(86.212.580.076),(78.561.085.928),5.0,-86212580076.0,-78561085928.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,6.420.068.940,113.479.878.637,8.0,6420068940.0,113479878637.0
Biến động các khoản phải thu,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động các khoản phải thu,Biến động các khoản phải thu,09,58.568.593.162,(39.662.190.755),9.0,58568593162.0,-39662190755.0
Biến động hàng tồn kho,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động hàng tồn kho,Biến động hàng tồn kho,10,7.257.545.874,(2.136.884.651),10.0,7257545874.0,-2136884651.0
Biến động các khoản phải trả và nợ phải trả khác,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,13.590.181.421,51.594.161.434,11.0,13590181421.0,51594161434.0
Biến động chi phí trả trước,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Biến động chi phí trả trước,Biến động chi phí trả trước,12,13.493.622.391,(5.006.664.735),12.0,13493622391.0,-5006664735.0
,,,,99.330.011.788,118.268.299.930,,99330011788.0,118268299930.0
Thuế thu nhập doanh nghiệp đã nộp,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(6.677.293.187),(22.408.051.613),15.0,-6677293187.0,-22408051613.0
Tiền chi khác cho hoạt động kinh doanh,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,(19.734.974.059),(21.661.249.840),17.0,-19734974059.0,-21661249840.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lãi chênh lệch tỷ giá hối đoái do đánh giá lại > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,72.917.744.542,74.198.998.477,20.0,72917744542.0,74198998477.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,Tiền chi mua sắm tài sản cố định và tài sản dài hạn khác,21,(1.578.631.818),(11.925.547.273),21.0,-1578631818.0,-11925547273.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,-,481.818.180,22.0,,481818180.0
Tiền chi cho tiền gửi có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho tiền gửi có kỳ hạn,Tiền chi cho tiền gửi có kỳ hạn,23,(1.000.000.000),(19.000.000.000),23.0,-1000000000.0,-19000000000.0
Tiền thu hồi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay,Tiền thu hồi cho vay,24,102.556.428.357,41.072.204.181,24.0,102556428357.0,41072204181.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,(64.175.634.095),(30.000.000.000),25.0,-64175634095.0,-30000000000.0
"Tiền thu lãi tiền gửi, lãi cho vay và cổ tức","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, lãi cho vay và cổ tức","Tiền thu lãi tiền gửi, lãi cho vay và cổ tức",27,70.736.030.872,63.972.639.819,27.0,70736030872.0,63972639819.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,106.538.193.316,44.601.114.907,30.0,106538193316.0,44601114907.0
