row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,4.810.694.224.956,5.306.332.886.400,,300.0,,4810694224956.0,5306332886400.0
I.,I.,I.,Nợ ngắn hạn,310,,2.419.296.316.906,2.522.687.622.562,,310.0,,2419296316906.0,2522687622562.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,17,745.434.645.562,602.987.631.251,,311.0,17.0,745434645562.0,602987631251.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,18,32.932.288.021,49.046.049.549,,312.0,18.0,32932288021.0,49046049549.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,19,117.043.435.694,72.246.331.104,,313.0,19.0,117043435694.0,72246331104.0
4.,4.,4.,Phải trả người lao động,314,,222.982.410.895,170.034.691.297,,314.0,,222982410895.0,170034691297.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,20,140.596.758.022,120.379.951.729,,315.0,20.0,140596758022.0,120379951729.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,,1.524.512.038,507.500.000,,318.0,,1524512038.0,507500000.0
7.,7.,7.,Phải trả ngắn hạn khác,319,21,262.923.785.092,231.467.185.742,,319.0,21.0,262923785092.0,231467185742.0
8.,8.,8.,Vay và nợ thuê tài chính ngắn hạn,320,22,615.118.710.370,1.014.552.696.858,,320.0,22.0,615118710370.0,1014552696858.0
9.,9.,9.,Dự phòng phải trả ngắn hạn,321,23,162.735.926.468,154.586.318.161,,321.0,23.0,162735926468.0,154586318161.0
10.,10.,10.,"Quỹ khen thưởng, phúc lợi",322,,118.003.844.744,106.879.266.871,,322.0,,118003844744.0,106879266871.0
II.,II.,II.,Nợ dài hạn,330,,2.391.397.908.050,2.783.645.263.838,,330.0,,2391397908050.0,2783645263838.0
1.,1.,1.,Phải trả người bán dài hạn,331,17,202.029.744.000,230.891.136.000,,331.0,17.0,202029744000.0,230891136000.0
2.,2.,2.,Chi phí phải trả dài hạn,333,20,4.838.946.703,4.828.549.311,,333.0,20.0,4838946703.0,4828549311.0
3.,3.,3.,Phải trả dài hạn khác,337,21,30.866.400.000,32.622.104.000,,337.0,21.0,30866400000.0,32622104000.0
4.,4.,4.,Vay và nợ thuê tài chính dài hạn,338,24,1.987.479.904.866,2.418.917.114.094,,338.0,24.0,1987479904866.0,2418917114094.0
5.,5.,5.,Dự phòng phải trả dài hạn,342,23,166.182.912.481,96.386.360.433,,342.0,23.0,166182912481.0,96386360433.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,6.278.890.061.506,5.690.965.790.904,,400.0,,6278890061506.0,5690965790904.0
I.,I.,I.,Vốn chủ sở hữu,410,25,6.278.890.061.506,5.690.965.790.904,,410.0,25.0,6278890061506.0,5690965790904.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.236.512.460.000,2.814.401.620.000,,411.0,,3236512460000.0,2814401620000.0
,,,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.236.512.460.000,2.814.401.620.000,,,,3236512460000.0,2814401620000.0
2.,2.,2.,Quỹ đầu tư phát triển,418,,726.264.850.938,528.672.745.977,,418.0,,726264850938.0,528672745977.0
3.,3.,3.,Quỹ khác thuộc vốn chủ sở hữu,420,,47.218.399.245,47.218.399.245,,420.0,,47218399245.0,47218399245.0
4.,4.,4.,Lợi nhuận sau thuế chưa phân phối,421,,875.710.420.302,990.904.722.715,,421.0,,875710420302.0,990904722715.0
,,,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,206.226.298.578,301.294.298.639,,,,206226298578.0,301294298639.0
,,,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,669.484.121.724,689.610.424.076,,,,669484121724.0,689610424076.0
5.,5.,5.,Lợi ích cổ đông không kiểm soát,429,,1.393.183.931.021,1.309.768.302.967,,429.0,,1393183931021.0,1309768302967.0
,,,TỔNG CỘNG NGUỒN VỐN(440=300+400),440,,TỔNG 10.089.1584.286.462,10.997.298.677.304,,440.0,,,10997298677304.0
