row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 555.270.427.883 > 505.617.075.636 > 1.202.412.997.129 > 279.449.832.101,Số đầu nămVND > 1.008.546.912.156 > 516.285.530.223 > 1.404.830.321.101 > 497.801.262.770,numeric__Số cuối nămVND > 555.270.427.883 > 505.617.075.636 > 1.202.412.997.129 > 279.449.832.101,numeric__Số đầu nămVND > 1.008.546.912.156 > 516.285.530.223 > 1.404.830.321.101 > 497.801.262.770
,,,2.542.750.332.749,3.427.464.026.250,2542750332749.0,3427464026250.0
Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: Số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),(555.270.427.883),(1.008.546.912.156),-555270427883.0,-1008546912156.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.987.479.904.866,2.418.917.114.094,1987479904866.0,2418917114094.0
