row_label_raw,row_label_full,col_0,Mã số,Số đã báo cáo VND,Trình bày lại VND,Số sau trình bày lại VND,numeric__Mã số,numeric__Số đã báo cáo VND,numeric__Trình bày lại VND,numeric__Số sau trình bày lại VND
Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất,,,,
Phải thu ngắn hạn khác,Bảng cân đối kế toán hợp nhất > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,137.173.488.957,78.702.730.000,215.876.218!957,136.0,137173488957.0,78702730000.0,
Dự phòng phải thu ngắn hạn khó đòi,Bảng cân đối kế toán hợp nhất > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,137,(36.031.611.719),(78.702.730.000),(114.734.341.719),137.0,-36031611719.0,-78702730000.0,-114734341719.0
