row_label_raw,row_label_full,Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm nayVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm,numeric__Năm trướcVND > Các khoản chi phí quản lý doanh nghiệp phát sinh trong năm
Chi phí lương,Chi phí lương,Chi phí lương,138.325.838.256,110.452.276.213,138325838256.0,110452276213.0
Chi phí khác,Chi phí khác,Chi phí khác,134.727.914.794,138.898.153.100,134727914794.0,138898153100.0
Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,Các khoản ghi giảm chi phí quản lý doanh nghiệp,,
Hoàn nhập dự phòng nợ phải thu khó đòi,Các khoản ghi giảm chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng nợ phải thu khó đòi,Hoàn nhập dự phòng nợ phải thu khó đòi,(22.391.775.006),-,-22391775006.0,
,,,250.661.978.044,249.350.429.313,250661978044.0,249350429313.0
Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,Các khoản chi phí bán hàng phát sinh trong năm,,
Chi phí dịch vụ mua ngoài,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,9.212.470.433,7.331.944.733,9212470433.0,7331944733.0
Chi phí khác,Các khoản chi phí bán hàng phát sinh trong năm > Chi phí khác,Chi phí khác,4.653.818.126,6.381.986.605,4653818126.0,6381986605.0
,,,13.866.288.559,13.713.931.338,13866288559.0,13713931338.0
