row_label_raw,row_label_full,col_0,Số cố phần,Số cuối năm VND,Số cố phần_1,Số đầu năm VND,numeric__Số cố phần,numeric__Số cuối năm VND,numeric__Số cố phần_1,numeric__Số đầu năm VND
Được phép phát hành,Được phép phát hành,Được phép phát hành,323.651.246,3.326.512.460.000,281.440.162,2.814.401.620.000,323651246.0,3326512460000.0,281440162.0,2814401620000.0
Đã phát hành và góp vốn dú,Đã phát hành và góp vốn dú,Đã phát hành và góp vốn dú,323.651.246,3.326.512.460.000,281.440.162,2.814.401.620.000,323651246.0,3326512460000.0,281440162.0,2814401620000.0
Cổ phần,Cổ phần,Cổ phần,,,Số cuối năm,Số đầu năm,,,,
Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,Cổ phần > Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,Số lượng cổ phần đã bán ra công chúng+ Cổ phần phổ thông,,,323.651.246,281.440.162,,,323651246.0,281440162.0
Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,Cổ phần > Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,Số lượng cổ phần đang lưu hành+ Cổ phần phổ thông,,,323.651.246,281.440.162,,,323651246.0,281440162.0
