row_label_raw,row_label_full,col_0,Chi phí sửa chữa lớntàu dầu thôvà sản phẩm khíVND,Dự phòng khácVND,Tổng cộngVND,numeric__Chi phí sửa chữa lớntàu dầu thôvà sản phẩm khíVND,numeric__Dự phòng khácVND,numeric__Tổng cộngVND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,225.797.399.324,25.175.279.270,250.972.678.594,225797399324.0,25175279270.0,250972678594.0
Trích lập trong năm,Trích lập trong năm,Trích lập trong năm,209.693.103.439,18.615.372.709,228.308.476.148,209693103439.0,18615372709.0,228308476148.0
Hoàn nhập trong năm,Hoàn nhập trong năm,Hoàn nhập trong năm,(44.994.274.713),(15.182.596.340),(60.176.871.053),-44994274713.0,-15182596340.0,-60176871053.0
Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,Các khoản dự phòng đã sử dụng,(88.711.018.476),(1.474.426.264),(90.185.444.740),-88711018476.0,-1474426264.0,-90185444740.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,301.785.209.574,27.133.629.375,328.918.838.949,301785209574.0,27133629375.0,328918838949.0
