row_label_raw,row_label_full,Công ty TNHH Bia và Nước giải khát Heineken Việt Nam,Số cuối năm > 68.790.351.945,VND Số đầu năm > 45.128.651.755,numeric__Số cuối năm > 68.790.351.945,numeric__VND Số đầu năm > 45.128.651.755
SIS Equipment Limited,SIS Equipment Limited,SIS Equipment Limited,25.463.952.759,315.082.436,25463952759.0,315082436.0
Khác,Khác,Khác,47.372.883.094,70.444.648.920,47372883094.0,70444648920.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,141.627.187.798,115.888.383.111,141627187798.0,115888383111.0
