row_label_raw,row_label_full,col_0,Số đầu năm,Tăng trong năm,Giảm trong năm,Chênh lệch tỷ giá,VND Số cuối năm,numeric__Số đầu năm,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__Chênh lệch tỷ giá,numeric__VND Số cuối năm
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,,,,,
Vay ngân hàng ngắn hạn(Thuyết minh số 24.1),Vay ngắn hạn > Vay ngân hàng ngắn hạn(Thuyết minh số 24.1),Vay ngân hàng ngắn hạn(Thuyết minh số 24.1),20.854.482.476.931,97.527.566.490.044,(89.274.389.733.070),-,29.107.659.233.905,20854482476931.0,97527566490044.0,-89274389733070.0,,29107659233905.0
UPAS Letter Credit,Vay ngắn hạn > UPAS Letter Credit,UPAS Letter Credit,497.239.244.848,1.022.542.694.645,(696.498.211.730),-,823.283.727.763,497239244848.0,1022542694645.0,-696498211730.0,,823283727763.0
Vay ngân hàng dài hạnđến hạn trả,Vay ngắn hạn > Vay ngân hàng dài hạnđến hạn trả,Vay ngân hàng dài hạnđến hạn trả,5.948.525.000.000,-,(5.901.250.000.000),(47.275.000.000),-,5948525000000.0,,-5901250000000.0,-47275000000.0,
TỔNG CỘNG,Vay ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,27.300.246.721.779,98.550.109.184.689,(95.872.137.944.800),(47.275.000.000),29.930.942.961.668,27300246721779.0,98550109184689.0,-95872137944800.0,-47275000000.0,29930942961668.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,
Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,Số có khả năng trả nợ,,,,,
Vay ngắn hạn,Số có khả năng trả nợ > Vay ngắn hạn,Vay ngắn hạn,27.300.246.721.779,-,-,-,29.930.942.961.668,27300246721779.0,,,,29930942961668.0
24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,24.1 Vay ngắn hạn ngân hàngNhóm Công ty thực hiện các khoản vay tín chấp với lãi suất thả nổi này nhằm mục đích bổ sung nhu cầu vốn lưu động. Chi tiết của các khoản vayngắn hạn ngân hàng như sau:Ngân hàngSố cuối nămVNDNgày đéo hạnCác khoản vay tín chấp ngân hàng29.107.659.233.905Từ ngày 7 tháng 1 năm 2026 đến ngày 25 tháng 9 năm 2026,,,,,
