row_label_raw,row_label_full,Tên,Chức vụ,Năm nay,VNDNăm trước,numeric__Chức vụ,numeric__Năm nay,numeric__VNDNăm trước
Ông Nguyễn Đức Tài,Ông Nguyễn Đức Tài,Ông Nguyễn Đức Tài,Chủ tịch HĐQT,-,-,,,
Ông Đoàn Văn Hiểu Em,Ông Đoàn Văn Hiểu Em,Ông Đoàn Văn Hiểu Em,Thành viên HĐQT,-,-,,,
Ông Vũ Đăng Linh (*),Ông Đoàn Văn Hiểu Em > Ông Vũ Đăng Linh (*),Ông Vũ Đăng Linh (*),Thành viên HĐQT và Tổng Giám đốc,1.835.700.000,-,,1835700000.0,
Ông Đăng Minh Lương (*),Ông Đoàn Văn Hiểu Em > Ông Đăng Minh Lương (*),Ông Đăng Minh Lương (*),Thành viên HĐQT đến ngày 26 tháng 4 năm 2025,-,870.808.333,,,870808333.0
Bà Lý Trần Kim Ngân (*),Ông Đoàn Văn Hiểu Em > Bà Lý Trần Kim Ngân (*),Bà Lý Trần Kim Ngân (*),Kế toán trưởng,1.515.450.000,-,,1515450000.0,
TỔNG CỘNG,Ông Đoàn Văn Hiểu Em > TỔNG CỘNG,TỔNG CỘNG,,3.351.150.000,870.808.333,,3351150000.0,870808333.0
