row_label_raw,row_label_full,Mã số,CHỈ TIỀU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26.1,156.836.115.054.975,135.225.101.298.992,,261.0,156836115054975.0,135225101298992.0
02,02,02,2. Các khoản giảm trừ doanh thu,26.1,(907.969.435.608),(883.948.450.190),,261.0,-907969435608.0,-883948450190.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,26.1,155.928.145.619.367,134.341.152.848.802,,261.0,155928145619367.0,134341152848802.0
11,11,11,4. Giá vốn hàng bán và dịch vụ cung cấp,30,(124.926.268.219.546),(106.841.942.771.781),,30.0,-124926268219546.0,-106841942771781.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,31.001.877.399.821,27.499.210.077.021,,,31001877399821.0,27499210077021.0
21,21,21,6. Doanh thu hoạt động tài chính,26.2,3.107.348.733.939,2.376.502.605.263,,262.0,3107348733939.0,2376502605263.0
22,22,22,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,27,(1.542.518.673.463)(1.470.675.593.604),(1.188.465.609.510)(1.137.236.129.748),,27.0,,
23,23,23,7. Chi phí tài chính- Trong đó: Chi phí lãi vay,27,(1.542.518.673.463)(1.470.675.593.604),(1.188.465.609.510)(1.137.236.129.748),,27.0,,
24,24,24,8. Phần lãi (lỗ) trong công ty liên doanh,18,24.351.079.187,(44.596.454.899),,18.0,24351079187.0,-44596454899.0
25,25,25,9. Chi phí bán hàng,28. 30,(19.330.903.536.858),(19.849.837.609.882),,,-19330903536858.0,-19849837609882.0
26,26,26,10. Chi phí quản lý doanh nghiệp,28. 30,(4.596.074.513.172),(3.565.767.583.102),,,-4596074513172.0,-3565767583102.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,8.664.080.489.454,5.227.045.424.891,,,8664080489454.0,5227045424891.0
31,31,31,12. Thu nhập khác,,52.777.770.887,25.743.895.664,,,52777770887.0,25743895664.0
32,32,32,13. Chi phí khác,29,(83.790.676.915),(427.026.307.477),,29.0,-83790676915.0,-427026307477.0
40,40,40,14. Lỗ khác,,(31.012.906.028),(401.282.411.813),,,-31012906028.0,-401282411813.0
50,50,50,15. Tổng lợi nhuận trước thuế,,8.633.067.583.426,4.825.763.013.078,,,8633067583426.0,4825763013078.0
51,51,51,16. Chi phí thuế TNDN hiện hành,31.1,(1.721.559.523.168),(1.282.537.116.919),,311.0,-1721559523168.0,-1282537116919.0
52,52,52,17. Thu nhập thuế TNDN hoãn lại,31.3,161.114.825.617,190.062.332.561,,313.0,161114825617.0,190062332561.0
60,60,60,18. Lợi nhuận sau thuế TNDN,,7.072.622.885.875,3.733.288.228.720,,,7072622885875.0,3733288228720.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,7.033.730.770.169,3.721.868.441.661,,,7033730770169.0,3721868441661.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,38.892.115.706,11.419.787.059,,,38892115706.0,11419787059.0
70,70,70,21. Lãi cơ bàn trên cổ phiếu,32,4.774,2.546,,32.0,4774.0,2546.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,32,4.774,2.546,,32.0,4774.0,2546.0
