row_label_raw,row_label_full,Công ty Tài chính TNHH Ngân hàng Việt Nam,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Thịnh Vương SMBC,Thịnh Vương SMBC,Thịnh Vương SMBC,87.192.506.673,59.659.077.990,87192506673.0,59659077990.0
Công ty Tài chính TNHH MTV Home Credit,Công ty Tài chính TNHH MTV Home Credit,Công ty Tài chính TNHH MTV Home Credit,,,,
Việt Nam,Công ty Tài chính TNHH MTV Home Credit > Việt Nam,Việt Nam,80.463.411.137,82.179.250.662,80463411137.0,82179250662.0
Khác,Công ty Tài chính TNHH MTV Home Credit > Khác,Khác,85.702.920.470,99.567.068.235,85702920470.0,99567068235.0
TỔNG CỘNG,Công ty Tài chính TNHH MTV Home Credit > TỔNG CỘNG,TỔNG CỘNG,253.358.838.280,241.405.396.887,253358838280.0,241405396887.0
