row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,38.335.477.061,43.469.758.885,38335477061.0,43469758885.0
"Bảo hiểm con người, rủi ro tài sản","Bảo hiểm con người, rủi ro tài sản","Bảo hiểm con người, rủi ro tài sản",35.392.137.959,33.677.203.004,35392137959.0,33677203004.0
Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,2.943.339.102,9.792.555.881,2943339102.0,9792555881.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,1.869.165.051.284,264.749.198.339,1869165051284.0,264749198339.0
Chi phí bảo dưỡng tổng thể lần 4,Chi phí bảo dưỡng tổng thể lần 4,Chi phí bảo dưỡng tổng thể lần 4,1.421.830.899.288,-,1421830899288.0,
Chi phí bảo hiểm nhân thọ,Chi phí bảo hiểm nhân thọ,Chi phí bảo hiểm nhân thọ,212.807.504.174,257.751.270.212,212807504174.0,257751270212.0
Chi phí hóa chất xuất dùng,Chi phí hóa chất xuất dùng,Chi phí hóa chất xuất dùng,137.887.956.089,-,137887956089.0,
Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,Chi phí sửa chữa tài sản,66.748.146.326,-,66748146326.0,
Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,29.890.545.407,6.997.928.127,29890545407.0,6997928127.0
,,,1.907.500.528.345,308.218.957.224,1907500528345.0,308218957224.0
