row_label_raw,row_label_full,Bên liên quan,Mỗi quan hệ,numeric__Mỗi quan hệ
Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Tập đoàn Dầu khí Việt Nam,Chủ sở hữu,
Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty Cổ phần Nhà và Thương mại Dầu khí,Công ty con,
Công ty Cổ phần Nhiên liệu sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu sinh học Dầu khí Miền Trung,Công ty Cổ phần Nhiên liệu sinh học Dầu khí Miền Trung,Công ty con,
Các công ty khác trong cùng Tập đoàn Dầu khí Việt Nam,Các công ty khác trong cùng Tập đoàn Dầu khí Việt Nam,Các công ty khác trong cùng Tập đoàn Dầu khí Việt Nam,Công ty cùng Tập đoàn,
