row_label_raw,row_label_full,col_0,Vốn gópcủa chủ sở hữu,Lợi nhuận sau thuếchưa phân phối,Cộng,numeric__Vốn gópcủa chủ sở hữu,numeric__Lợi nhuận sau thuếchưa phân phối,numeric__Cộng
,,,VND,VND,VND,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,31.004.996.160.000,250.743.660.704,30.947.277.209.570,31004996160000.0,250743660704.0,30947277209570.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,2.912.421.396.083,2.912.421.396.083,,2912421396083.0,2912421396083.0
"Trích Quỹ khen thưởng, phúc lợi năm 2018","Trích Quỹ khen thưởng, phúc lợi năm 2018","Trích Quỹ khen thưởng, phúc lợi năm 2018",-,(64.590.000.000),(64.590.000.000),,-64590000000.0,-64590000000.0
"Trích Quỹ khen thưởng, phúc lợi năm 2019","Trích Quỹ khen thưởng, phúc lợi năm 2019","Trích Quỹ khen thưởng, phúc lợi năm 2019",-,(127.917.100.000),(127.917.100.000),,-127917100000.0,-127917100000.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,31.004.996.160.000,2.970.657.956.787,33.975.654.116.787,31004996160000.0,2970657956787.0,33975654116787.0
(Lỗ) trong năm,(Lỗ) trong năm,(Lỗ) trong năm,-,(2.812.384.907.856),(2.812.384.907.856),,-2812384907856.0,-2812384907856.0
"Trích bố sung Quỹ khen thưởng, phúc lợi năm2019 (i)","Trích bố sung Quỹ khen thưởng, phúc lợi năm2019 (i)","Trích bố sung Quỹ khen thưởng, phúc lợi năm2019 (i)",-,(124.723.600.000),(124.723.600.000),,-124723600000.0,-124723600000.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,31.004.996.160.000,33.549.448.931,31.038.545.608.931,31004996160000.0,33549448931.0,31038545608931.0
