row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,23.470.716.632.561,18.242.558.329.309,,300.0,,23470716632561.0,18242558329309.0
I.,I.,I.,Nợ ngắn hạn,310,,19.201.346.957.750,12.013.493.136.242,,310.0,,19201346957750.0,12013493136242.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,7.014.550.158.882,7.096.119.738.696,,311.0,15.0,7014550158882.0,7096119738696.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,852.560.308,729.076.839,,312.0,,852560308.0,729076839.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,13,947.091.115.224,1.323.295.116.408,,313.0,13.0,947091115224.0,1323295116408.0
4.,4.,4.,Phải trả người lao động,314,,108.262.626.552,132.717.600.969,,314.0,,108262626552.0,132717600969.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,16,50.741.954.584,72.987.599.341,,315.0,16.0,50741954584.0,72987599341.0
6.,6.,6.,Phải trả ngắn hạn khác,319,17,1.900.839.079.173,2.869.652.856.908,,319.0,17.0,1900839079173.0,2869652856908.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,18,9.031.454.273.905,400.000.000.000,,320.0,18.0,9031454273905.0,400000000000.0
8.,8.,8.,"Quỹ khen thưởng, phúc lợi",322,,147.555.189.122,117.991.147.081,,322.0,,147555189122.0,117991147081.0
II.,II.,II.,Nợ dài hạn,330,,4.269.369.674.811,6.229.065.193.067,,330.0,,4269369674811.0,6229065193067.0
1.,1.,1.,Phải trả dài hạn khác,337,,2.771.193.987,2.771.193.987,,337.0,,2771193987.0,2771193987.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,19,2.878.730.020.000,4.813.997.880.000,,338.0,19.0,2878730020000.0,4813997880000.0
3.,3.,3.,Quỹ phát triển khoa học và công nghệ,343,20,1.387.868.460.824,1.412.296.119.080,,343.0,20.0,1387868460824.0,1412296119080.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,31.038.545.608.931,33.975.654.116.787,,400.0,,31038545608931.0,33975654116787.0
I.,I.,I.,Vốn chủ sở hữu,410,21,31.038.545.608.931,33.975.654.116.787,,410.0,21.0,31038545608931.0,33975654116787.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,31.004.996.160.000,31.004.996.160.000,,411.0,,31004996160000.0,31004996160000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,31.004.996.160.000,31.004.996.160.000,,,,31004996160000.0,31004996160000.0
2.,2.,2.,Lợi nhuận sau thuế chưa phân phối,421,,33.549.448.931,2.970.657.956.787,,421.0,,33549448931.0,2970657956787.0
2.,2.,2.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,2.845.934.356.787,186.153.660.704,,,,2845934356787.0,186153660704.0
2.,2.,2.,- (Lỗ)/Lợi nhuận sau thuế chưa phân phối năm nay,421b,,(2.812.384.907.856),2.784.504.296.083,,,,-2812384907856.0,2784504296083.0
2.,2.,2.,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,54.509.262.241.492,52.218.212.446.096,,440.0,,54509262241492.0,52218212446096.0
