row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay Triệu đồng,Năm trước Triệu đồng,numeric__Thuyết minh,numeric__Năm nay Triệu đồng,numeric__Năm trước Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,12.137.627,10.171.222,,12137627.0,10171222.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(6.451.917),(6.686.471),,-6451917.0,-6686471.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,507.963,426.057,,507963.0,426057.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng, ngoại tệ","Chênh lệch số tiền thực thu từ hoạt động kinh doanh chứng khoán, vàng, ngoại tệ",,804.012,385.549,,804012.0,385549.0
Chi phí khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí khác,Chi phí khác,,(16.602),(8.521),,-16602.0,-8521.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",26,469.632,247.063,26.0,469632.0,247063.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(2.941.369),(2.309.498),,-2941369.0,-2309498.0
Tiền thuê thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuê thu nhập thực nộp trong năm,Tiền thuê thu nhập thực nộp trong năm,19,(627.150),(292.459),19.0,-627150.0,-292459.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,3.882.196,1.932.942,,3882196.0,1932942.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,6.787.903,(1.068.814),,6787903.0,-1068814.0
(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,Những thay đổi về tài sản hoạt động > (Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(115.920),44.811,,-115920.0,44811.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(15.830.984),(11.874.743),,-15830984.0,-11874743.0
"Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Những thay đổi về tài sản hoạt động > Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)","Giảm nguồn dự phòng để bù đắp tổn thất các khoản (tín dụng, chứng khoán, đầu tư dài hạn)",,(166.623),(1.719.898),,-166623.0,-1719898.0
Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,189.798,409.626,,189798.0,409626.0
Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động,,,
Giảm các khoản nợ NHNN Việt Nam,Những thay đổi về nợ phải trả hoạt động > Giảm các khoản nợ NHNN Việt Nam,Giảm các khoản nợ NHNN Việt Nam,,(4.923),(4.621),,-4923.0,-4621.0
"Tăng các khoản tiền gửi, tiền vay các TCTD","Những thay đổi về nợ phải trả hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD","Tăng các khoản tiền gửi, tiền vay các TCTD",,4.277.167,1.295.497,,4277167.0,1295497.0
Tăng tiền gửi của khách hàng,Những thay đổi về nợ phải trả hoạt động > Tăng tiền gửi của khách hàng,Tăng tiền gửi của khách hàng,,11.272.361,3.392.203,,11272361.0,3392203.0
Tăng/(giảm) khác về nợ phải trả hoạt động,Những thay đổi về nợ phải trả hoạt động > Tăng/(giảm) khác về nợ phải trả hoạt động,Tăng/(giảm) khác về nợ phải trả hoạt động,,107.000,(181.359),,107000.0,-181359.0
Chi từ các quỹ,Những thay đổi về nợ phải trả hoạt động > Chi từ các quỹ,Chi từ các quỹ,,(10),(19),,-10.0,-19.0
Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Những thay đổi về nợ phải trả hoạt động > Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,Tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,,10.397.965,(7.774.375),,10397965.0,-7774375.0
