row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,Chi nộp thuế và các khoản lệ phí,6.171,4.364,6171.0,4364.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,2.150.282,1.540.847,2150282.0,1540847.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,1.855.837,1.293.567,1855837.0,1293567.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,141.293,123.243,141293.0,123243.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,153.152,124.037,153152.0,124037.0
Chi phí về tài sản,Chi phí về tài sản,Chi phí về tài sản,539.665,490.843,539665.0,490843.0
- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,- Chi phí thuế văn phòng,286.693,261.760,286693.0,261760.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,139.781,144.374,139781.0,144374.0
- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,- Chi phí sửa chữa và nâng cấp tài sản,93.146,69.140,93146.0,69140.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,20.045,15.569,20045.0,15569.0
Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,Chi phí cho hoạt động quản lý công vụ,562.656,331.156,562656.0,331156.0
- Chi phí quản lý chung,- Chi phí quản lý chung,- Chi phí quản lý chung,312.503,153.182,312503.0,153182.0
"- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết","- Chi phí quảng cáo, tiếp thị, khuyến mại, tiếp tân, khách tiết",194.799,136.336,194799.0,136336.0
- Công tác phí,- Công tác phí,- Công tác phí,18.991,7.666,18991.0,7666.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,125,-,125.0,
- Chi phí khác,- Chi phí khác,- Chi phí khác,36.238,33.972,36238.0,33972.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",132.658,132.473,132658.0,132473.0
"Trích lập/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Trích lập/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)","Trích lập/(hoàn nhập) dự phòng (không tính dự phòng rủi ro tín dụng, rủi ro chứng khoán)",42.992,(10.814),42992.0,-10814.0
- Trích lập/(hoàn nhập) dự phòng tài sản có khác,- Trích lập/(hoàn nhập) dự phòng tài sản có khác,- Trích lập/(hoàn nhập) dự phòng tài sản có khác,42.992,(10.814),42992.0,-10814.0
,,,3.434.424,2.488.869,3434424.0,2488869.0
