row_label_raw,row_label_full,Số đầu năm,Năm nayTriệu đồng > Số đầu năm,Năm trướcTriệu đồng > Số đầu năm,numeric__Năm nayTriệu đồng > Số đầu năm,numeric__Năm trướcTriệu đồng > Số đầu năm
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,126.050,178.213,126050.0,178213.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,-,816.980,,816980.0
,,,126.050,995.193,126050.0,995193.0
Số trích lập/(hoàn nhập) trong năm,Số trích lập/(hoàn nhập) trong năm,Số trích lập/(hoàn nhập) trong năm,Số trích lập/(hoàn nhập) trong năm,Số trích lập/(hoàn nhập) trong năm,,
Chứng khoán đầu tư sẵn sàng để bán – chứng khoán vốn,Số trích lập/(hoàn nhập) trong năm > Chứng khoán đầu tư sẵn sàng để bán – chứng khoán vốn,Chứng khoán đầu tư sẵn sàng để bán – chứng khoán vốn,24.025,(52.654),24025.0,-52654.0
Chứng khoán đầu tư sẵn sàng để bán – Trái phiếu doanh nghiệp chưa niêm yết,Số trích lập/(hoàn nhập) trong năm > Chứng khoán đầu tư sẵn sàng để bán – Trái phiếu doanh nghiệp chưa niêm yết,Chứng khoán đầu tư sẵn sàng để bán – Trái phiếu doanh nghiệp chưa niêm yết,(5.929),491,-5929.0,491.0
Trái phiếu đặc biệt do VAMC phát hành,Số trích lập/(hoàn nhập) trong năm > Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,-,318.641,,318641.0
,,,18.096,266.478,18096.0,266478.0
Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,Số dự phòng đã sử dụng để xử lý rủi ro,,
Trái phiếu đặc biệt do VAMC phát hành,Số dự phòng đã sử dụng để xử lý rủi ro > Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,-,(1.135.621),,-1135621.0
Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,Số cuối năm,,
Chứng khoán đầu tư sẵn sàng để bán,Số cuối năm > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,144.146,126.050,144146.0,126050.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,-,-,,
,,,144.146,126.050,144146.0,126050.0
