row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022Triệu đồng,Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2022Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng
Các khoản tạm ứng cho các cá nhân (i),Các khoản tạm ứng cho các cá nhân (i),Các khoản tạm ứng cho các cá nhân (i),380.699,380.699,380699.0,380699.0
Chi phí xây dựng công trình,Chi phí xây dựng công trình,Chi phí xây dựng công trình,241.860,233.959,241860.0,233959.0
Các khoản phải thu từ hoạt động thanh toán thể,Các khoản phải thu từ hoạt động thanh toán thể,Các khoản phải thu từ hoạt động thanh toán thể,240.638,156.961,240638.0,156961.0
Tạm ứng mua sắm tài sản cố định (ii),Tạm ứng mua sắm tài sản cố định (ii),Tạm ứng mua sắm tài sản cố định (ii),128.494,60.436,128494.0,60436.0
Đặt cọc thuê nhà và ký quỹ hoạt động khác,Đặt cọc thuê nhà và ký quỹ hoạt động khác,Đặt cọc thuê nhà và ký quỹ hoạt động khác,55.966,51.165,55966.0,51165.0
Các khoản phải thu từ cho vay hỗ trợ lãi suất,Các khoản phải thu từ cho vay hỗ trợ lãi suất,Các khoản phải thu từ cho vay hỗ trợ lãi suất,38.686,38.451,38686.0,38451.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,37.275,63.006,37275.0,63006.0
Phải thu liên quan đến nghiệp vụ Swap,Phải thu liên quan đến nghiệp vụ Swap,Phải thu liên quan đến nghiệp vụ Swap,28.954,-,28954.0,
Phải thu cá nhân (iii),Phải thu cá nhân (iii),Phải thu cá nhân (iii),21.681,34.840,21681.0,34840.0
Thuế thu nhập doanh nghiệp nộp ở nước ngoài chở tất toán,Thuế thu nhập doanh nghiệp nộp ở nước ngoài chở tất toán,Thuế thu nhập doanh nghiệp nộp ở nước ngoài chở tất toán,12.219,12.219,12219.0,12219.0
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,10.194,9.817,10194.0,9817.0
Thuế phải thu ngân sách nhà nước,Thuế phải thu ngân sách nhà nước,Thuế phải thu ngân sách nhà nước,57,10.687,57.0,10687.0
Phải thu từ nghiệp vụ đầu tư,Phải thu từ nghiệp vụ đầu tư,Phải thu từ nghiệp vụ đầu tư,-,248.743,,248743.0
Phải thu cổ tức bằng tiền mặt,Phải thu cổ tức bằng tiền mặt,Phải thu cổ tức bằng tiền mặt,-,5.865,,5865.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,78.921,23.521,78921.0,23521.0
,,,1.275.644,1.330.369,1275644.0,1330369.0
