row_label_raw,row_label_full,col_0,Trong nướcTriệu đồng,Nước ngoàiTriệu đồng,Tổng cộngTriệu đồng,numeric__Trong nướcTriệu đồng,numeric__Nước ngoàiTriệu đồng,numeric__Tổng cộngTriệu đồng
Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,Tài sản tại ngày 31 tháng 12 năm 2022,182.830.914,7.813.703,190.644.617,182830914.0,7813703.0,190644617.0
Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,Tiền gửi tại và cho vay các TCTD khác,18.295.736,7.751.066,26.046.802,18295736.0,7751066.0,26046802.0
Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),Các công cụ tài chính phải sinh(Tổng giá trị giao dịch theo hợp đồng),17.510.839,62.637,17.573.476,17510839.0,62637.0,17573476.0
Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,Cho vay khách hàng - gộp,130.505.614,-,130.505.614,130505614.0,,130505614.0
Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,Chứng khoán đầu tư - gộp,16.218.725,-,16.218.725,16218725.0,,16218725.0
"Gộp vốn, đầu tư dài hạn","Gộp vốn, đầu tư dài hạn","Gộp vốn, đầu tư dài hạn",300.000,-,300.000,300000.0,,300000.0
Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,Công nợ tại ngày 31 tháng 12 năm 2022,155.713.855,4.993.187,160.707.042,155713855.0,4993187.0,160707042.0
Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,Tiền gửi và vay các TCTD khác,9.421.326,2.471.700,11.893.026,9421326.0,2471700.0,11893026.0
Tiền gửi của khách hàng,Tiền gửi của khách hàng,Tiền gửi của khách hàng,146.292.529,2.521.487,148.814.016,146292529.0,2521487.0,148814016.0
Cam kết ngoại bảng tại ngày 31 tháng 12 năm 2022,Cam kết ngoại bảng tại ngày 31 tháng 12 năm 2022,Cam kết ngoại bảng tại ngày 31 tháng 12 năm 2022,34.267.028,-,34.267.028,34267028.0,,34267028.0
