row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022,Ngày 31 tháng 12năm 2022_1,Ngày 31 tháng 12năm 2021,Ngày 31 tháng 12năm 2021_1,numeric__Ngày 31 tháng 12năm 2022,numeric__Ngày 31 tháng 12năm 2022_1,numeric__Ngày 31 tháng 12năm 2021,numeric__Ngày 31 tháng 12năm 2021_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,56.608.255,"43,38",57.633.602,"50,26",56608255.0,43.38,57633602.0,50.26
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,39.894.427,"30,57",37.244.240,"32,49",39894427.0,30.57,37244240.0,32.49
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,12.823.531,"9,83",15.224.298,"13,29",12823531.0,9.83,15224298.0,13.29
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,1.766.472,"1,35",2.320.767,"2,02",1766472.0,1.35,2320767.0,2.02
Công ty cổ phần có vốn cổ phần của nhà nước chiêm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiêm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiêm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chỉ phối đối với công ty trong Điều lệ của công ty,659.855,"0,51",1.466.405,"1,28",659855.0,0.51,1466405.0,1.28
Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,481.852,"0,37",594.292,"0,52",481852.0,0.37,594292.0,0.52
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,290.533,"0,22",212.052,"0,18",290533.0,0.22,212052.0,0.18
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,200.424,"0,15",243.063,"0,21",200424.0,0.15,243063.0,0.21
Hợp tác xã và liên hiệp hợp tác xã Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối,Hợp tác xã và liên hiệp hợp tác xã Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối,Hợp tác xã và liên hiệp hợp tác xã Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chỉ phối,46.041,"0,04",48.544,"0,04",46041.0,0.04,48544.0,0.04
"Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đăng, đoàn thể và hiệp hội",41.965,"0,03",42.928,"0,04",41965.0,0.03,42928.0,0.04
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,20.702,"0,02",27.021,"0,02",20702.0,0.02,27021.0,0.02
Khác,Khác,Khác,819,"0,00",193,"0,00",819.0,0.0,193.0,0.0
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,381.634,"0,29",209.799,"0,17",381634.0,0.29,209799.0,0.17
,,,73.897.359,"56,62",57.041.028,"49,74",73897359.0,56.62,57041028.0,49.74
,,,130.505.614,"100,00",114.674.630,"100,00",130505614.0,100.0,114674630.0,100.0
