row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2022Triệu đồng,Ngày 31 tháng 12năm 2021Triệu đồng,numeric__Ngày 31 tháng 12năm 2022Triệu đồng,numeric__Ngày 31 tháng 12năm 2021Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,1.900.000,7.141.543,1900000.0,7141543.0
Trái phiếu và chứng chỉ tiền gửi do các tổ chức tin dụng khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các tổ chức tin dụng khác trong nước phát hành,Trái phiếu và chứng chỉ tiền gửi do các tổ chức tin dụng khác trong nước phát hành,1.900.000,6.301.144,1900000.0,6301144.0
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,-,840.399,,840399.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,212.868,212.868,212868.0,212868.0
Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán Vốn do các tổ chức kinh tế trong nước phát hành,212.868,212.868,212868.0,212868.0
,,,2.112.868,7.354.411,2112868.0,7354411.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(144.146),(126.050),-144146.0,-126050.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,-,(5.929),,-5929.0
Dự phòng giảm giá chứng khoán,Dự phòng giảm giá chứng khoán,Dự phòng giảm giá chứng khoán,(144.146),(120.121),-144146.0,-120121.0
,,,1.968.722,7.228.361,1968722.0,7228361.0
