row_label_raw,row_label_full,"Cổ tức nhận được trong năm từ góp vốn, mua cổ phần",Năm 2025 > 9.887,Năm 2024 > 2.902,numeric__Năm 2025 > 9.887,numeric__Năm 2024 > 2.902
Thu từ lợi nhuận công ty con chuyển về,Thu từ lợi nhuận công ty con chuyển về,Thu từ lợi nhuận công ty con chuyển về,3.333,2.902,3333.0,2902.0
"Thu nhập góp vốn, mua cổ phần","Thu nhập góp vốn, mua cổ phần","Thu nhập góp vốn, mua cổ phần",6.554,-,6554.0,
Tổng cộng,Tổng cộng,Tổng cộng,9.887,2.902,9887.0,2902.0
