row_label_raw,row_label_full,Nguyên giá:Số đầu năm(Trình bày lại) > Mua trong năm > Số cuối năm,"Méy móc,thiết bị > 284.918.181 > - > 284.918.181",Phương tiệnvận tải > 14.932.974.546 > - > 14.932.974.546,Thiết bịvăn phòng > 2.737.086.955 > 315.066.063 > 3.052.153.018,Đơn vị tính: VNDTổng cộng > 17.954.979.682 > 315.066.063 > 18.270.045.745,"numeric__Méy móc,thiết bị > 284.918.181 > - > 284.918.181",numeric__Phương tiệnvận tải > 14.932.974.546 > - > 14.932.974.546,numeric__Thiết bịvăn phòng > 2.737.086.955 > 315.066.063 > 3.052.153.018,numeric__Đơn vị tính: VNDTổng cộng > 17.954.979.682 > 315.066.063 > 18.270.045.745
Trong đó:Dã khấu hao hết,Trong đó:Dã khấu hao hết,Trong đó:Dã khấu hao hết,284.918.181,3.070.978.182,1.318.033.331,4.673.929.694,284918181.0,3070978182.0,1318033331.0,4673929694.0
Hao mòn lũy kế:Số đầu năm(Trình bày lại),Hao mòn lũy kế:Số đầu năm(Trình bày lại),Hao mòn lũy kế:Số đầu năm(Trình bày lại),(277.362.613),(6.927.104.037),(1.465.653.586),(8.670.120.236),-277362613.0,-6927104037.0,-1465653586.0,-8670120236.0
Khẩu hao trongnăm,Khẩu hao trongnăm,Khẩu hao trongnăm,(7.555.568),(2.913.623.833),(535.836.906),(3.457.016.307),-7555568.0,-2913623833.0,-535836906.0,-3457016307.0
Số cuối năm,Số cuối năm,Số cuối năm,(284.918.181),(9.840.727.870),(2.001.490.492),(12.127.136.543),-284918181.0,-9840727870.0,-2001490492.0,-12127136543.0
Giá trị còn lại:Số đầu năm(Trình bày lại),Giá trị còn lại:Số đầu năm(Trình bày lại),Giá trị còn lại:Số đầu năm(Trình bày lại),7.555.568,8.005.870.509,1.271.433.369,9.284.859.446,7555568.0,8005870509.0,1271433369.0,9284859446.0
Số cuối năm,Số cuối năm,Số cuối năm,-,5.092.246.676,1.050.662.526,6.142.909.202,,5092246676.0,1050662526.0,6142909202.0
