row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
100,100,100,A. TÀI SẢN NGĂN HẠN,,2.677.168.511.418,5.085.194.488.922,,,2677168511418.0,5085194488922.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,354.796.374.936,410.042.102.868,,5.0,354796374936.0,410042102868.0
111,111,111,1. Tiền,,301.499.360.614,348.042.102.868,,,301499360614.0,348042102868.0
112,112,112,2. Các khoản tương đương tiền,,53.297.014.322,62.000.000.000,,,53297014322.0,62000000000.0
120,120,120,II. Đầu tư tài chính ngắn hạn,6,198.860.589.235,45.000.000.000,,6.0,198860589235.0,45000000000.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,198.860.589.235,45.000.000.000,,,198860589235.0,45000000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,830.423.010.527,1.303.169.682.164,,,830423010527.0,1303169682164.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,7.1,393.286.729.758,417.121.996.464,,71.0,393286729758.0,417121996464.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7.2,89.963.890.638,201.281.183.276,,72.0,89963890638.0,201281183276.0
136,136,136,3. Phải thu ngắn hạn khác,8,377.172.390.131,684.766.502.424,,8.0,377172390131.0,684766502424.0
137,137,137,4. Dự phòng phải thu ngắn hạn khó đòi,9,(30.000.000.000),-,,9.0,-30000000000.0,
140,140,140,IV. Hàng tồn kho,10,1.271.950.298.071,3.249.583.156.765,,10.0,1271950298071.0,3249583156765.0
141,141,141,1. Hàng tồn kho,,1.271.950.298.071,3.249.583.156.765,,,1271950298071.0,3249583156765.0
150,150,150,V. Tài sản ngắn hạn khác,,21.138.238.649,77.399.547.125,,,21138238649.0,77399547125.0
151,151,151,1. Chi phí trả trước ngắn hạn,11,21.138.238.649,54.241.371.678,,11.0,21138238649.0,54241371678.0
152,152,152,2. Thuế GTGT được khấu trừ,,-,1.798.635.811,,,,1798635811.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,-,21.359.539.636,,,,21359539636.0
