row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VNDNăm trước(Trình bày lại),numeric__Năm nay,numeric__Đơn vị tính: VNDNăm trước(Trình bày lại)
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,3.522.160.952.173,1.947.680.359.916,3522160952173.0,1947680359916.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu từ hoạt động chuyển nhượngbắt động sản,Trong đó: > Doanh thu từ hoạt động chuyển nhượngbắt động sản,Doanh thu từ hoạt động chuyển nhượngbắt động sản,3.455.727.436.104,1.908.482.459.810,3455727436104.0,1908482459810.0
Doanh thu từ hoạt động cho thuê vàcác dịch vụ khác,Trong đó: > Doanh thu từ hoạt động cho thuê vàcác dịch vụ khác,Doanh thu từ hoạt động cho thuê vàcác dịch vụ khác,66.433.516.069,39.197.900.106,66433516069.0,39197900106.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,-,-,,
Doanh thu thuần,Các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,3.522.160.952.173,1.947.680.359.916,3522160952173.0,1947680359916.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu đối với bên khác,Trong đó: > Doanh thu đối với bên khác,Doanh thu đối với bên khác,2.980.441.496.383,1.902.756.359.916,2980441496383.0,1902756359916.0
Doanh thu đối với các bên liên quan(Thuyết minh số 32),Trong đó: > Doanh thu đối với các bên liên quan(Thuyết minh số 32),Doanh thu đối với các bên liên quan(Thuyết minh số 32),541.719.455.790,44.924.000.000,541719455790.0,44924000000.0
