row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
200,200,200,B. TÀI SẢN DÀI HẠN,,4.362.152.393.470,2.526.182.693.348,,,4362152393470.0,2526182693348.0
210,210,210,I. Các khoản phải thu dài hạn,8,89.794.065.276,60.362.336.276,,8.0,89794065276.0,60362336276.0
216,216,216,1. Phải thu dài hạn khác,,89.794.065.276,60.362.336.276,,,89794065276.0,60362336276.0
220,220,220,II. Tài sản cố định,,6.142.909.202,9.284.859.446,,,6142909202.0,9284859446.0
221,221,221,1. Tài sản cố định hữu hình,13,6.142.909.202,9.284.859.446,,13.0,6142909202.0,9284859446.0
222,222,222,Nguyên giá,,18.270.045.745,17.954.979.682,,,18270045745.0,17954979682.0
223,223,223,Giá trị hao mòn lũy kế,,(12.127.136.543),(8.670.120.236),,,-12127136543.0,-8670120236.0
227,227,227,2. Tài sản cố định vô hình,,-,-,,,,
228,227 > 228,228,Nguyên giá,,30.000.000,30.000.000,,,30000000.0,30000000.0
229,227 > 229,229,Giá trị hao mòn lũy kế,,(30.000.000),(30.000.000),,,-30000000.0,-30000000.0
230,227 > 230,230,III. Bất động sản đầu tư,14,437.796.188.156,190.908.625.835,,14.0,437796188156.0,190908625835.0
231,227 > 231,231,1. Nguyên giá,,449.479.257.381,198.041.794.609,,,449479257381.0,198041794609.0
232,227 > 232,232,2. Giá trị hao mòn lũy kế,,(11.683.069.225),(7.133.168.774),,,-11683069225.0,-7133168774.0
240,227 > 240,240,IV. Tài sản dở dang dài hạn,16,6.698.994.270,135.157.567.078,,16.0,6698994270.0,135157567078.0
242,227 > 242,242,1. Chi phí xây dựng cơ bản dở dang,,6.698.994.270,135.157.567.078,,,6698994270.0,135157567078.0
250,227 > 250,250,V. Đầu tư tài chính dài hạn,17,3.322.751.033.300,1.798.980.531.037,,17.0,3322751033300.0,1798980531037.0
251,227 > 251,251,1. Đầu tư vào công ty con,17.1,2.805.599.534.370,1.240.748.893.381,,171.0,2805599534370.0,1240748893381.0
252,227 > 252,252,"2. Đầu tư vào công ty liên doanh, liên kết",17.2,402.071.498.930,431.683.176.348,,172.0,402071498930.0,431683176348.0
253,227 > 253,253,3. Đầu tư góp vốn vào đơn vị khác,17.3,115.080.000.000,126.548.461.308,,173.0,115080000000.0,126548461308.0
260,227 > 260,260,VI. Tài sản dài hạn khác,,498.969.203.266,331.488.773.676,,,498969203266.0,331488773676.0
261,227 > 261,261,1. Chỉ phí trả trước dài hạn,11,12.819.203.266,1.488.773.676,,11.0,12819203266.0,1488773676.0
268,227 > 268,268,2. Tài sản dài hạn khác,12,486.150.000.000,330.000.000.000,,12.0,486150000000.0,330000000000.0
270,227 > 270,270,TỔNG CỘNG TÀI SẢN,,7.039.320.904.888,7.611.377.182.270,,,7039320904888.0,7611377182270.0
