row_label_raw,row_label_full,STT,Tên đơn vị nhận đầu tư,Tổng vốn điều lệ của đơn vị nhận đầu tư,Cam kết góp vốn của Công ty > Số tiền,Cam kết góp vốn của Công ty > %,Cam kết góp vốn của Công ty > Cam kết góp vốn tại ngày 31 tháng 12 năm 2019,numeric__Tên đơn vị nhận đầu tư,numeric__Tổng vốn điều lệ của đơn vị nhận đầu tư,numeric__Cam kết góp vốn của Công ty > Số tiền,numeric__Cam kết góp vốn của Công ty > %,numeric__Cam kết góp vốn của Công ty > Cam kết góp vốn tại ngày 31 tháng 12 năm 2019
1,1,1,Công ty BT Hà Đông,346.000.000.000,173.000.000.000,50,126.923.721.070,,346000000000.0,173000000000.0,50.0,126923721070.0
2,2,2,Công ty IWG,5.000.000.000,2.525.000.000,"50,5",2.425.000.000,,5000000000.0,2525000000.0,50.5,2425000000.0
3,3,3,Công ty Hải Phát - Phú Yên,250.000.000.000,250.000.000.000,100,250.000.000.000,,250000000000.0,250000000000.0,100.0,250000000000.0
,,,TỔNG CỘNG,,425.525.000.000,,379.348.721.070,,,425525000000.0,,379348721070.0
