row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm (Trình bày lại),numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Trình bày lại)
300,300,300,C. NỘ PHẢI TRẢ,,4.199.663.464.264,5.058.241.442.592,,,4199663464264.0,5058241442592.0
310,310,310,I. Nợ ngắn hạn,,2.665.630.075.094,3.262.292.376.161,,,2665630075094.0,3262292376161.0
311,311,311,1. Phải trả người bán ngắn hạn,18.1,390.707.885.365,373.502.783.512,,181.0,390707885365.0,373502783512.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18.2,293.857.841.888,1.373.588.425.281,,182.0,293857841888.0,1373588425281.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,158.616.452.333,100.997.438.553,,19.0,158616452333.0,100997438553.0
314,314,314,4. Phải trả người lao động,,3.578.732.192,3.351.912.493,,,3578732192.0,3351912493.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,304.264.838.314,241.454.834.262,,20.0,304264838314.0,241454834262.0
319,319,319,6. Phải trả ngắn hạn khác,21,624.626.590.956,486.104.493.639,,21.0,624626590956.0,486104493639.0
320,320,320,7. Vay ngắn hạn,22,868.859.569.211,671.736.039.717,,22.0,868859569211.0,671736039717.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",23,21.118.164.835,11.556.448.704,,23.0,21118164835.0,11556448704.0
330,330,330,II. Nợ dài hạn,,1.534.033.389.170,1.795.949.066.431,,,1534033389170.0,1795949066431.0
337,337,337,1. Phải trả dài hạn khác,21,391.834.574.677,228.378.669.776,,21.0,391834574677.0,228378669776.0
338,338,338,2. Vay dài hạn,22,1.142.198.814.493,1.567.570.396.655,,22.0,1142198814493.0,1567570396655.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,2.839.657.440.624,2.553.135.739.678,,,2839657440624.0,2553135739678.0
410,410,410,I. Vốn chủ sở hữu,24,2.839.657.440.624,2.553.135.739.678,,24.0,2839657440624.0,2553135739678.0
411,411,411,1. Vốn cổ phần,,1.999.963.050.000,1.999.963.050.000,,,1999963050000.0,1999963050000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.999.963.050.000,1.999.963.050.000,,,1999963050000.0,1999963050000.0
412,412,412,2. Thặng dư vốn cổ phần,,60.986.800.000,60.986.800.000,,,60986800000.0,60986800000.0
421,421,421,3. Lợi nhuận sau thuế chưa phân phối,,778.707.590.624,492.185.889.678,,,778707590624.0,492185889678.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế/(lỗ) lũy kế đến cuối năm trước,,479.312.538.547,(374.300.540),,,479312538547.0,-374300540.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,299.395.052.077,492.560.190.218,,,299395052077.0,492560190218.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.039.320.904.888,7.611.377.182.270,,,7039320904888.0,7611377182270.0
