row_label_raw,row_label_full,Tên đơn vị,Số lượngcô phần sở hữu > Số cuối năm,Số lượngcô phần sở hữu > Số đầu năm,"Tỷ lệ sở hữu, đồng thòillà tỷ lệ biểu quyết (%) > Số cuối năm","Tỷ lệ sở hữu, đồng thòillà tỷ lệ biểu quyết (%) > Số đầu năm",numeric__Số lượngcô phần sở hữu > Số cuối năm,numeric__Số lượngcô phần sở hữu > Số đầu năm,"numeric__Tỷ lệ sở hữu, đồng thòillà tỷ lệ biểu quyết (%) > Số cuối năm","numeric__Tỷ lệ sở hữu, đồng thòillà tỷ lệ biểu quyết (%) > Số đầu năm"
Công ty Hải Phát Thủ Đỏ,Công ty Hải Phát Thủ Đỏ,Công ty Hải Phát Thủ Đỏ,11.008.000,11.008.000,"13,76","13,76",11008000.0,11008000.0,13.76,13.76
Công ty Cổ phần Đầu tư Phát triểnHạ tầng và Đỏ thị Đường sắt,Công ty Cổ phần Đầu tư Phát triểnHạ tầng và Đỏ thị Đường sắt,Công ty Cổ phần Đầu tư Phát triểnHạ tầng và Đỏ thị Đường sắt,500.000,500.000,10,10,500000.0,500000.0,10.0,10.0
Công ty TNHH Phát triển Địa đốc HảiPhong (i),Công ty TNHH Phát triển Địa đốc HảiPhong (i),Công ty TNHH Phát triển Địa đốc HảiPhong (i),(*),(*),-,10,,,,10.0
