row_label_raw,row_label_full,Số đầu năm > Dự phòng trích lập trong năm > Hoàn nhập dự phòng trong năm,Năm nay > (43.658.618.800) > (21.912.940.434) > 12.955.293.742,VNDNăm trước > (44.034.437.608) > (31.728.622.353) > 28.095.323.148,numeric__Năm nay > (43.658.618.800) > (21.912.940.434) > 12.955.293.742,numeric__VNDNăm trước > (44.034.437.608) > (31.728.622.353) > 28.095.323.148
Giảm từ việc thanh lý khoản đầu tư vào công ty con,Giảm từ việc thanh lý khoản đầu tư vào công ty con,Giảm từ việc thanh lý khoản đầu tư vào công ty con,-,4.009.118.013,,4009118013.0
Số cuối năm,Số cuối năm,Số cuối năm,(52.616.265.492),(43.658.618.800),-52616265492.0,-43658618800.0
