row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,6.216.829.558.988,4.806.304.870.107,,,6216829558988.0,4806304870107.0
310,310,310,I. Nợ ngắn hạn,,5.805.732.889.873,4.489.491.079.482,,,5805732889873.0,4489491079482.0
311,311,311,1. Phải trả người bán ngắn hạn,16,1.229.271.354.767,904.759.776.852,,16.0,1229271354767.0,904759776852.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,17,1.709.099.654.433,1.019.658.087.783,,17.0,1709099654433.0,1019658087783.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,18,36.857.021.259,54.807.911.448,,18.0,36857021259.0,54807911448.0
314,314,314,4. Phải trả người lao động,,191.475.539.625,134.716.038.246,,,191475539625.0,134716038246.0
315,315,315,5. Chi phí phải trả ngắn hạn,19,618.167.042.988,412.172.491.724,,19.0,618167042988.0,412172491724.0
319,319,319,6. Phải trả ngắn hạn khác,20,129.908.533.244,149.980.574.644,,20.0,129908533244.0,149980574644.0
320,320,320,7. Vay ngắn hạn,21,1.890.230.703.346,1.812.755.306.217,,21.0,1890230703346.0,1812755306217.0
322,322,322,"8. Quỹ khen thưởng, phúc lợi",,723.040.211,640.892.568,,,723040211.0,640892568.0
330,330,330,II. Nợ dài hạn,,411.096.669.115,316.813.790.625,,,411096669115.0,316813790625.0
332,332,332,1. Người mua trả tiền trước dài hạn,17,157.439.294.003,154.670.853.387,,17.0,157439294003.0,154670853387.0
337,337,337,2. Phải trả dài hạn khác,,5.952.578.224,6.456.859.081,,,5952578224.0,6456859081.0
338,338,338,3. Vay dài hạn,21,156.189.801.717,104.215.003.860,,21.0,156189801717.0,104215003860.0
341,341,341,4. Thuế thu nhập hoãn lại phải trả,30.3,16.599.087.183,-,,303.0,16599087183.0,
342,342,342,5. Dự phòng phải trả dài hạn,22,74.915.907.988,51.471.074.297,,22.0,74915907988.0,51471074297.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,1.074.401.824.651,997.176.369.518,,,1074401824651.0,997176369518.0
410,410,410,I. Vốn chủ sở hữu,,1.074.401.824.651,997.176.369.518,,,1074401824651.0,997176369518.0
411,411,411,1. Vốn cổ phần,23.1,755.598.370.000,573.685.670.000,,231.0,755598370000.0,573685670000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,755.598.370.000,573.685.670.000,,,755598370000.0,573685670000.0
412,412,412,2. Thăng dư vốn cổ phần,23.1,106.043.322.981,301.199.313.203,,231.0,106043322981.0,301199313203.0
415,415,415,3. Cổ phiếu quỹ,23.1,-,(110.073.072.979),,231.0,,-110073072979.0
417,417,417,4. Chênh lệch tỷ giá hối đoái,23.1,55.562.500,-,,231.0,55562500.0,
418,418,418,5. Quỹ đầu tư phát triển,23.1,96.233.122.810,96.212.078.910,,231.0,96233122810.0,96212078910.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,23.1,115.201.826.316,135.048.838.697,,231.0,115201826316.0,135048838697.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,48.355.988.197,71.885.705.250,,,48355988197.0,71885705250.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,66.845.838.119,63.163.133.447,,,66845838119.0,63163133447.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,1.269.620.044,1.103.541.687,,,1269620044.0,1103541687.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,7.291.231.383.639,5.803.481.239.625,,,7291231383639.0,5803481239625.0
