row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Bên thứ ba trả tiền trước,Ngắn hạn > Bên thứ ba trả tiền trước,Bên thứ ba trả tiền trước,1.709.099.654.433,1.019.658.087.783,1709099654433.0,1019658087783.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Tổng Công ty Hàng không Việt Nam,Trong đó: > Tổng Công ty Hàng không Việt Nam,Tổng Công ty Hàng không Việt Nam,276.144.546.000,-,276144546000.0,
Ngân hàng TMCP Công Thương Việt Nam,Trong đó: > Ngân hàng TMCP Công Thương Việt Nam,Ngân hàng TMCP Công Thương Việt Nam,184.303.783.812,298.668.097.500,184303783812.0,298668097500.0
Công ty Cổ phần Tập đoàn FLC,Trong đó: > Công ty Cổ phần Tập đoàn FLC,Công ty Cổ phần Tập đoàn FLC,118.168.294.024,16.500.000.000,118168294024.0,16500000000.0
Khác,Trong đó: > Khác,Khác,1.130.483.030.597,704.489.990.283,1130483030597.0,704489990283.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Bên thứ ba trả tiền trước,Dài hạn > Bên thứ ba trả tiền trước,Bên thứ ba trả tiền trước,157.439.294.003,154.670.853.387,157439294003.0,154670853387.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,1.866.538.948.436,1.174.328.941.170,1866538948436.0,1174328941170.0
