row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Doanh thu gộp,Doanh thu gộp,Doanh thu gộp,5.132.816.941.833,3.567.997.030.524,5132816941833.0,3567997030524.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng,Trong đó: > Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,4.965.567.830.791,3.421.198.618.065,4965567830791.0,3421198618065.0
Doanh thu bán hàng hóa bất động sản,Trong đó: > Doanh thu bán hàng hóa bất động sản,Doanh thu bán hàng hóa bất động sản,106.713.550.448,77.389.011.517,106713550448.0,77389011517.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,14.850.673.752,22.921.176.512,14850673752.0,22921176512.0
Khác,Trong đó: > Khác,Khác,45.684.886.842,46.488.224.430,45684886842.0,46488224430.0
Các khoản giảm trừ,Trong đó: > Các khoản giảm trừ,Các khoản giảm trừ,(54.789.692.545),(49.814.319.517),-54789692545.0,-49814319517.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Giảm trừ hợp đồng xây dựng,Trong đó: > Giảm trừ hợp đồng xây dựng,Giảm trừ hợp đồng xây dựng,(54.789.692.545),(39.711.797.493),-54789692545.0,-39711797493.0
Hàng hóa bất động sản bị trả lại,Trong đó: > Hàng hóa bất động sản bị trả lại,Hàng hóa bất động sản bị trả lại,-,(10.102.522.024),,-10102522024.0
Doanh thu thuần,Trong đó: > Doanh thu thuần,Doanh thu thuần,5.078.027.249.288,3.518.182.711.007,5078027249288.0,3518182711007.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu hợp đồng xây dựng (*),Trong đó: > Doanh thu hợp đồng xây dựng (*),Doanh thu hợp đồng xây dựng (*),4.910.778.138.246,3.381.486.820.572,4910778138246.0,3381486820572.0
Doanh thu bán hàng hóa bất động sản,Trong đó: > Doanh thu bán hàng hóa bất động sản,Doanh thu bán hàng hóa bất động sản,106.713.550.448,67.286.489.493,106713550448.0,67286489493.0
Doanh thu bán hàng hóa,Trong đó: > Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,14.850.673.752,22.921.176.512,14850673752.0,22921176512.0
Khác,Trong đó: > Khác,Khác,45.684.886.842,46.488.224.430,45684886842.0,46488224430.0
