row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận trước thuế Điều chỉnh cho các khoản:,,120.466.489.327,89.129.584.926,,,120466489327.0,89129584926.0
02,02,02,Khấu hao và hao mòn tài sản (Hoàn nhập dự phòng) dự phòng,"13, 14",95.597.202.382(34.306.080.987),78.387.559.384158.216.868.633,,,,7.838755938415821e+22
03,03,03,Khấu hao và hao mòn tài sản (Hoàn nhập dự phòng) dự phòng,"13, 14",95.597.202.382(34.306.080.987),78.387.559.384158.216.868.633,,,,7.838755938415821e+22
04,04,04,Lỗ chênh lệch tỉ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,27,135.631.177(89.676.164.974),307.112(64.256.559.963),,27.0,,
05,05,05,Lãi từ hoạt động đầu tư,,129.763.438.392,96.661.666.555,,,129763438392.0,96661666555.0
06,06,06,Chi phí lãi vay,27,129.763.438.392,96.661.666.555,,27.0,129763438392.0,96661666555.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,221.980.515.317(947.097.394.519)(356.818.039.196),358.139.426.647(245.158.962.269)(184.670.596.555),,,,
09,09,09,Tăng các khoản phải thu,,221.980.515.317(947.097.394.519)(356.818.039.196),358.139.426.647(245.158.962.269)(184.670.596.555),,,,
10,10,10,Tăng hàng tồn kho,,221.980.515.317(947.097.394.519)(356.818.039.196),358.139.426.647(245.158.962.269)(184.670.596.555),,,,
11,11,11,Tăng các khoản phải trả,,1.381.313.332.219(107.762.903.501),323.429.411.790(23.586.568.006),,,,
12,12,12,Tăng chi phí trả trước,,1.381.313.332.219(107.762.903.501),323.429.411.790(23.586.568.006),,,,
14,12 > 14,14,Tiền lãi vay đã trả,,(132.049.580.373),(93.698.836.363),,,-132049580373.0,-93698836363.0
15,12 > 15,15,Thuế thu nhập doanh nghiệp đã nộp,30.2,(38.095.548.900),(12.465.501.316),,302.0,-38095548900.0,-12465501316.0
16,12 > 16,16,Tiền thu khác từ hoạt động kinh doanh,,13.786.724.495,1.036.803.569,,,13786724495.0,1036803569.0
17,12 > 17,17,Tiền chi khác cho hoạt động kinh doanh,,(67.512.772.879),(13.088.042.220),,,-67512772879.0,-13088042220.0
20,12 > 20,20,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động kinh doanh,,(32.255.667.337),109.937.135.277,,,-32255667337.0,109937135277.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,12 > 21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(373.874.242.875),(70.568.212.517),,,-373874242875.0,-70568212517.0
22,12 > 22,22,Tiền thu từ thanh lý tài sản cố định,,7.918.715.237,11.071.019.764,,,7918715237.0,11071019764.0
23,12 > 23,23,"Tiền gửi tiết kiệm, chi cho vay",,(325.527.919.687),(982.796.672.228),,,-325527919687.0,-982796672228.0
24,12 > 24,24,Tiền thu hồi cho vay,,350.909.156.550,26.323.093.622,,,350909156550.0,26323093622.0
25,12 > 25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(5.267.540.327),(77.368.132.696),,,-5267540327.0,-77368132696.0
27,12 > 27,27,Tiền thu lãi cho vay,,35.818.424.189,53.705.065.554,,,35818424189.0,53705065554.0
30,12 > 30,30,Lưu chuyển tiền thuần sử dụng vào hoạt động đầu tư,,(310.023.406.913),(1.039.633.838.501),,,-310023406913.0,-1039633838501.0
