row_label_raw,row_label_full,Lợi nhuận thuần trong năm phân bổ cho cổ đông của Công ty (VND),Năm nay > 83.473.544.889,Năm trước > 70.948.169.706,numeric__Năm nay > 83.473.544.889,numeric__Năm trước > 70.948.169.706
"Trích lập quỹ khen thưởng, phúc lợi (VND) (*)","Trích lập quỹ khen thưởng, phúc lợi (VND) (*)","Trích lập quỹ khen thưởng, phúc lợi (VND) (*)",(16.382.262.870),(7.785.036.259),-16382262870.0,-7785036259.0
Lợi nhuận thuần phân bổ cho cổ đông của Công ty (VND),Lợi nhuận thuần phân bổ cho cổ đông của Công ty (VND),Lợi nhuận thuần phân bổ cho cổ đông của Công ty (VND),67.091.282.019,63.163.133.447,67091282019.0,63163133447.0
Số lượng cổ phiếu bình quân (cổ phiếu) (**),Số lượng cổ phiếu bình quân (cổ phiếu) (**),Số lượng cổ phiếu bình quân (cổ phiếu) (**),73.395.226,69.973.250,73395226.0,69973250.0
Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),Lãi cơ bản và lãi suy giảm trên cổ phiếu (VND/cổ phiếu),914,903,914.0,903.0
