row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
"Chi phí sản xuất, kinh doanhđở dang","Chi phí sản xuất, kinh doanhđở dang","Chi phí sản xuất, kinh doanhđở dang",648.487.914.454,-,339.781.610.157,-,648487914454.0,,339781610157.0,
Trong đó:Dự án TheAscent (*),Trong đó:Dự án TheAscent (*),Trong đó:Dự án TheAscent (*),312.613.885.560,-,179.552.738.640,-,312613885560.0,,179552738640.0,
Công trình xây dựng,Công trình xây dựng,Công trình xây dựng,335.874.028.894,-,160.228.871.517,-,335874028894.0,,160228871517.0,
Nguyên vật liệu xây dựng,Nguyên vật liệu xây dựng,Nguyên vật liệu xây dựng,185.302.094.383,(461.129.988),102.961.069.070,(235.777.450),185302094383.0,-461129988.0,102961069070.0,-235777450.0
Hàng hóa bấtđộng sản để bán,Hàng hóa bấtđộng sản để bán,Hàng hóa bấtđộng sản để bán,81.691.424.598,(2.653.462.514),119.115.755.536,(7.828.995.501),81691424598.0,-2653462514.0,119115755536.0,-7828995501.0
Thành phẩm,Thành phẩm,Thành phẩm,9.118.199.802,(45.245.293),2.766.777.057,(45.245.293),9118199802.0,-45245293.0,2766777057.0,-45245293.0
Hàng hóa,Hàng hóa,Hàng hóa,1.759.753.244,(585.337.823),4.920.795.557,(585.337.823),1759753244.0,-585337823.0,4920795557.0,-585337823.0
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",392.412.075,-,362.668.083,-,392412075.0,,362668083.0,
Hàng mua đangđi đường,Hàng mua đangđi đường,Hàng mua đangđi đường,-,-,25.083.900,-,,,25083900.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,926.751.798.556,(3.745.175.618),569.933.759.360,(8.695.356.067),926751798556.0,-3745175618.0,569933759360.0,-8695356067.0
