row_label_raw,row_label_full,Thu nhập khác,12.921.458.421,(11.071.019.764),1.850.438.657,numeric__12.921.458.421,numeric__(11.071.019.764),numeric__1.850.438.657
Chi phí khác,Chi phí khác,Chi phí khác,(13.131.625.043),11.071.019.764,(2.060.605.279),-13131625043.0,11071019764.0,-2060605279.0
BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT,,,
Các khoản dự phòng,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Các khoản dự phòng,Các khoản dự phòng,157.457.754.592,759.114.041,158.216.868.633,157457754592.0,759114041.0,158216868633.0
Tăng các khoản phải trả,BÁO CÁO LƯU CHUYÊN TIÊN TỆ HỢP NHẤT > Tăng các khoản phải trả,Tăng các khoản phải trả,324.188.525.831,(759.114.041),323.429.411.790,324188525831.0,-759114041.0,323429411790.0
