row_label_raw,row_label_full,Chi phí thuế TNDN hiện hànhĐiều chỉnh thuế TNDN trích thiéutrong những năm trước,Năm nay > 36.260.738.939 > 1.047.566.688,VNDNăm trước > 22.395.802.727 > (320.131.459),numeric__Năm nay > 36.260.738.939 > 1.047.566.688,numeric__VNDNăm trước > 22.395.802.727 > (320.131.459)
Chi phí (thu nhập) thuế hoãn lại,Chi phí (thu nhập) thuế hoãn lại,Chi phí (thu nhập) thuế hoãn lại,322.960.454,(1.723.003.550),322960454.0,-1723003550.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,37.631.266.081,20.352.667.718,37631266081.0,20352667718.0
