row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Các khoản ký quỹ,Ngắn hạn > Các khoản ký quỹ,Các khoản ký quỹ,36.405.904.235,3.717.161.972,36405904235.0,3717161972.0
Lãi phải thu từ các bên khác,Ngắn hạn > Lãi phải thu từ các bên khác,Lãi phải thu từ các bên khác,25.022.137.775,15.573.413.943,25022137775.0,15573413943.0
Lãi ngân hàng,Ngắn hạn > Lãi ngân hàng,Lãi ngân hàng,17.807.134.353,16.985.532.887,17807134353.0,16985532887.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,17.200.342.843,10.878.615.722,17200342843.0,10878615722.0
Phải thu khác từ nhân viên,Ngắn hạn > Phải thu khác từ nhân viên,Phải thu khác từ nhân viên,8.081.477.807,4.312.178.580,8081477807.0,4312178580.0
Phải thu bên liên quan (Thuyết minh số 31),Ngắn hạn > Phải thu bên liên quan (Thuyết minh số 31),Phải thu bên liên quan (Thuyết minh số 31),,367.231.543,,367231543.0
Khác,Ngắn hạn > Khác,Khác,16.875.082.345,16.541.888.993,16875082345.0,16541888993.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,121.392.079.358,68.376.023.640,121392079358.0,68376023640.0
Dự phòng phải thu ngắn hạn khó đòi,Ngắn hạn > Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,(5.672.325.677),(15.387.048.311),-5672325677.0,-15387048311.0
GIÁ TRỊ THUÀN,Ngắn hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,115.719.753.681,52.988.975.329,115719753681.0,52988975329.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Các khoản ký quỹ,Dài hạn > Các khoản ký quỹ,Các khoản ký quỹ,9.086.833.783,6.472.379.959,9086833783.0,6472379959.0
Khác,Dài hạn > Khác,Khác,185.253.662,395.203.721,185253662.0,395203721.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,9.272.087.445,6.867.583.680,9272087445.0,6867583680.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,124.991.841.126,59.856.559.009,124991841126.0,59856559009.0
