row_label_raw,row_label_full,NỘI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,02 - 03,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,04 - 05,
BẢNG CÂN ĐỐI KẾ TOÁN,BẢNG CÂN ĐỐI KẾ TOÁN,BẢNG CÂN ĐỐI KẾ TOÁN,06 - 07,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BẢNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,08,8.0
BÁO CÁO LƯU CHUYÊN TIÊN TỆ,BẢNG CÂN ĐỐI KẾ TOÁN > BÁO CÁO LƯU CHUYÊN TIÊN TỆ,BÁO CÁO LƯU CHUYÊN TIÊN TỆ,09,9.0
BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH,BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH,BẢN THUYÊT MINH BÁO CÁO TÀI CHÍNH,10 - 48,
