row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2018,Đơn vị tính: VND01/01/2018,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2018,numeric__Đơn vị tính: VND01/01/2018
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,1.184.725.628.111,1.221.169.931.537,100.0,,1184725628111.0,1221169931537.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,V.1.,43.156.599.295,24.281.333.152,110.0,,43156599295.0,24281333152.0
1. Tiền,1. Tiền,1. Tiền,111,,43.156.599.295,24.281.333.152,111.0,,43156599295.0,24281333152.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,V.3.,30.000.000.000,300.000.000.000,120.0,,30000000000.0,300000000000.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,24.400.000,24.400.000,121.0,,24400000.0,24400000.0
2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,2. Dự phòng giảm giá chứng khoán kinh doanh,122,,(24.400.000),(24.400.000),122.0,,-24400000.0,-24400000.0
3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,3. Đầu tư nằm giữ đến ngày đáo hạn,123,,30.000.000.000,300.000.000.000,123.0,,30000000000.0,300000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,550.321.032.538,507.366.310.334,130.0,,550321032538.0,507366310334.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,V.2.,331.847.887.861,265.565.259.109,131.0,,331847887861.0,265565259109.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,V.4.,154.424.207.282,125.294.353.056,132.0,,154424207282.0,125294353056.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,V.5.,81.100.573.675,116.846.698.169,136.0,,81100573675.0,116846698169.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,V.2.,(17.051.636.280),(340.000.000),137.0,,-17051636280.0,-340000000.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,560.524.301.169,389.253.225.525,140.0,,560524301169.0,389253225525.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,V.6.,560.524.301.169,389.253.225.525,141.0,,560524301169.0,389253225525.0
