row_label_raw,row_label_full,col_0,col_1,Năm 2018VND,Năm 2017VND,numeric__col_1,numeric__Năm 2018VND,numeric__Năm 2017VND
a),a),a),Các khoản chi phí bán hàng phát sinh trong kỳ,19.110.350.756,6.831.730.906,,19110350756.0,6831730906.0
a),a),a),Chi phí nhân viên bán hàng,2.459.954.156,2.143.883.392,,2459954156.0,2143883392.0
a),a),a),Chi phí dụng cụ đồ dùng,-,7.410.251,,,7410251.0
a),a),a),Khẩu hao tài sản cố định,195.109.092,195.109.092,,195109092.0,195109092.0
a),a),a),Chi phí dịch vụ mua ngoài,15.986.415.200,3.520.884.027,,15986415200.0,3520884027.0
a),a),a),Chi phí bằng tiền khác,468.872.308,964.444.144,,468872308.0,964444144.0
b),b),b),Các khoản chi phí quản lý doanh nghiệp phát sinh trong kỳ,53.082.297.519,33.146.093.694,,53082297519.0,33146093694.0
b),b),b),Chi phí nhân viên quản lý,21.357.530.457,20.024.143.916,,21357530457.0,20024143916.0
b),b),b),Chi phí đồ dùng văn phòng,1.276.881.314,765.543.609,,1276881314.0,765543609.0
b),b),b),Khẩu hao tài sản cố định,2.376.062.302,2.314.555.907,,2376062302.0,2314555907.0
b),b),b),"Thuế, phí, lệ phí",206.160.003,152.065.545,,206160003.0,152065545.0
b),b),b),Chi phí dự phòng,16.711.636.280,-,,16711636280.0,
b),b),b),Chi phí dịch vụ mua ngoài,9.968.878.499,8.046.158.271,,9968878499.0,8046158271.0
b),b),b),Chi phí bằng tiền khác,1.185.148.664,1.843.626.446,,1185148664.0,1843626446.0
