row_label_raw,row_label_full,Khoản mục > Số dư ngày 01/01/2017 > Tăng vốn trong năm > Lãi trong năm,Vốn góp của chủ sở hữu > 1.029.359.940.000 > 514.679.970.000 > -,Quỹ đầu tư phát triển > 39.278.293.957 > -,Lợi nhuận sau thuế chưa phân phối > 166.693.178.239 > - > 188.741.486.593,Cộng > 1.235.331.412.196 > 514.679.970.000 > 188.741.486.593,numeric__Vốn góp của chủ sở hữu > 1.029.359.940.000 > 514.679.970.000 > -,numeric__Quỹ đầu tư phát triển > 39.278.293.957 > -,numeric__Lợi nhuận sau thuế chưa phân phối > 166.693.178.239 > - > 188.741.486.593,numeric__Cộng > 1.235.331.412.196 > 514.679.970.000 > 188.741.486.593
Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,-,13.224.203.638,-,13.224.203.638,,13224203638.0,,13224203638.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,(102.935.994.000),(102.935.994.000),,,-102935994000.0,-102935994000.0
Phân phối quỹ,Phân phối quỹ,Phân phối quỹ,-,-,(26.496.746.551),(26.496.746.551),,,-26496746551.0,-26496746551.0
Số dư ngày 31/12/2017,Số dư ngày 31/12/2017,Số dư ngày 31/12/2017,1.544.039.910.000,52.502.497.595,226.001.924.281,1.822.544.331.876,1544039910000.0,52502497595.0,226001924281.0,1822544331876.0
Lãi trong kỳ,Lãi trong kỳ,Lãi trong kỳ,-,-,205.209.742.344,205.209.742.344,,,205209742344.0,205209742344.0
Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,-,8.882.503.182,-,8.882.503.182,,8882503182.0,,8882503182.0
Chia cổ tức,Chia cổ tức,Chia cổ tức,-,-,(154.403.991.000),(154.403.991.000),,,-154403991000.0,-154403991000.0
Phân phối quỹ (*),Phân phối quỹ (*),Phân phối quỹ (*),-,-,(17.765.006.364),(17.765.006.364),,,-17765006364.0,-17765006364.0
Số dư ngày 31/12/2018,Số dư ngày 31/12/2018,Số dư ngày 31/12/2018,1.544.039.910.000,61.385.000.777,259.042.669.261,1.864.467.580.038,1544039910000.0,61385000777.0,259042669261.0,1864467580038.0
