row_label_raw,row_label_full,col_0,col_1,31/12/2018VND,01/01/2018VND,numeric__col_1,numeric__31/12/2018VND,numeric__01/01/2018VND
a),a),a),Ngắn hạn,723.695.109,269.062.526,,723695109.0,269062526.0
a),a),a),Công cụ dụng cụ đã xuất dùng chờ phân bổ,133.589.275,193.182,,133589275.0,193182.0
a),a),a),Chi phí bảo hiểm,-,268.869.344,,,268869344.0
a),a),a),Phần mềm cung cấp giải pháp hệ thống thông tin điều hành DN Smart E,194.400.000,-,,194400000.0,
a),a),a),Chi phí chờ phân bổ khác,395.705.834,-,,395705834.0,
b),b),b),Dài hạn,11.024.104.703,9.127.356.207,,11024104703.0,9127356207.0
b),b),b),Trả trước tiền thuê diện tích tầng 19 cho Công ty Lạc Việt,4.297.496.661,4.412.096.577,,4297496661.0,4412096577.0
b),b),b),Trả trước tiền thuê văn phòng cho Tổng Công ty CP Xây lắp dầu khí Việt Nam,726.462.112,1.405.492.360,,726462112.0,1405492360.0
b),b),b),Công cụ dụng cụ đã xuất dùng chờ phân bổ,1.538.744.922,1.323.034.403,,1538744922.0,1323034403.0
b),b),b),Chi phí chờ phân bổ khác,4.461.401.008,1.986.732.867,,4461401008.0,1986732867.0
b),b),b),Cộng,11.747.799.812,9.396.418.733,,11747799812.0,9396418733.0
