row_label_raw,row_label_full,Ngoại tệ các loại,Ngoại tệ các loại_1,Ngoại tệ các loại_2,numeric__Ngoại tệ các loại_1,numeric__Ngoại tệ các loại_2
,,,31/12/2018,01/01/2018,,
Dollar Mỹ (USD),Dollar Mỹ (USD),Dollar Mỹ (USD),Dollar Mỹ (USD),Dollar Mỹ (USD),,
Ngân hàng TMCP Quân Đội - CN Mỹ Đình,Dollar Mỹ (USD) > Ngân hàng TMCP Quân Đội - CN Mỹ Đình,Ngân hàng TMCP Quân Đội - CN Mỹ Đình,-,"84,83",,84.83
Ngân hàng TMCP Bảo Việt - Sở Giao dịch,Dollar Mỹ (USD) > Ngân hàng TMCP Bảo Việt - Sở Giao dịch,Ngân hàng TMCP Bảo Việt - Sở Giao dịch,-,"50,08",,50.08
