row_label_raw,row_label_full,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 2. Các khoản đầu tư tài chính ngắn hạna)Chứng khoán kinh doanh,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 31/12/2018 > Giá gốc,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 31/12/2018 > Giá trị hợp lý,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 31/12/2018 > Dự phòng,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 01/01/2018 > Giá gốc,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 01/01/2018 > Giá trị hợp lý,BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 01/01/2018 > Đơn vị tính: VND,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 31/12/2018 > Giá gốc,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 31/12/2018 > Giá trị hợp lý,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 31/12/2018 > Dự phòng,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 01/01/2018 > Giá gốc,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 01/01/2018 > Giá trị hợp lý,numeric__BẢN THUYẾT MINH BÁO CÁO TÀI CHÍNH (tiếp theo)(Các thuyết minh này là một bộ phận hợp thành và cần được đọc đồng thời với báo cáo tài chính kèm theo) > 01/01/2018 > Đơn vị tính: VND
Ủy thác tại Công ty CP Chứng khoán Thăng Long:Cổ phiếu Công ty CP Cà phê An Giang - Mã AGC (*)- Số lượng: 4.000 cổ phiếu,Ủy thác tại Công ty CP Chứng khoán Thăng Long:Cổ phiếu Công ty CP Cà phê An Giang - Mã AGC (*)- Số lượng: 4.000 cổ phiếu,Ủy thác tại Công ty CP Chứng khoán Thăng Long:Cổ phiếu Công ty CP Cà phê An Giang - Mã AGC (*)- Số lượng: 4.000 cổ phiếu,24.400.000,-,24.400.000,24.400.000,-,24.400.000,24400000.0,,24400000.0,24400000.0,,24400000.0
Cộng,Cộng,Cộng,24.400.000,-,24.400.000,24.400.000,-,24.400.000,24400000.0,,24400000.0,24400000.0,,24400000.0
