row_label_raw,row_label_full,8. > 9.,Công ty CP Phát triển Nhà và Đô thị Phú Quốc > Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O,"Nam Từ Liêm, Thành phố Hà Nội, Việt Nam > Khu tổ hợp du lịch Sonasea Villas and Resort, tổ 5, ấp Đường Bảo, Xã Dương Tơ, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","Kinh doanh bất động sản, quyền sử dụng đất, ... > Nhà hàng, dịch vụ lưu trú ngắn ngày, ...","51,59% > 100%","51,59% > 100%_1","51,59% > 100%_2",numeric__Công ty CP Phát triển Nhà và Đô thị Phú Quốc > Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O,"numeric__Nam Từ Liêm, Thành phố Hà Nội, Việt Nam > Khu tổ hợp du lịch Sonasea Villas and Resort, tổ 5, ấp Đường Bảo, Xã Dương Tơ, Huyện Phú Quốc, Tỉnh Kiên Giang, Việt Nam","numeric__Kinh doanh bất động sản, quyền sử dụng đất, ... > Nhà hàng, dịch vụ lưu trú ngắn ngày, ...","numeric__51,59% > 100%","numeric__51,59% > 100%_1","numeric__51,59% > 100%_2"
10.,10.,10.,Công ty CP Đầu tư Và Phát triển Du lịch Vân Đồn,"Khu du lịch sinh thái Bái Từ Long, xa Hạ Long, huyện Vân Đồn, tỉnh Quảng Ninh",Đầu tư và phát triển du lịch.,65%,65%,65%,,,,0.65,0.65,0.65
11.,11.,11.,Công ty CP Đầu tư và Phát triển Nha Trang,"134 Phan Vinh, Phường Vĩnh Nguyên, Thành phố Nha Trang, tỉnh Khánh Hòa, Việt Nam","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.",51%,51%,51%,,,,0.51,0.51,0.51
12.,12.,12.,Công ty TNHH MTV Tư vấn thiết kế C.E.O,"Tầng 3, tháp CEO, HH2-1, Đô thị mới Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội",Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan.,100%,100%,100%,,,,1.0,1.0,1.0
13.,13.,13.,Công ty CP Đầu tư và Phát triển Nam Cần Thơ,"Số 88, đường Huỳnh Cương, Phường An Cu, Quận Ninh Kiêu, Thành phố Cần Thơ","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",99%,99%,99%,,,,0.99,0.99,0.99
