row_label_raw,row_label_full,col_0,Năm 2018VND,Năm 2017VND,numeric__Năm 2018VND,numeric__Năm 2017VND
Mua hàng,Mua hàng,Mua hàng,251.325.809.512,47.100.064.318,251325809512.0,47100064318.0
Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,227.793.879.089,44.102.357.273,227793879089.0,44102357273.0
Công ty CP Phát triển dịch vụ C.E.O,Công ty CP Phát triển dịch vụ C.E.O,Công ty CP Phát triển dịch vụ C.E.O,76.260.021,26.086.808,76260021.0,26086808.0
Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,6.575.278.221,1.368.274.890,6575278221.0,1368274890.0
Công ty TNHH C.E.O Quốc tế,Công ty TNHH C.E.O Quốc tế,Công ty TNHH C.E.O Quốc tế,89.955.886,-,89955886.0,
Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O,Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O,Công ty TNHH MTV Khách sạn và Nghị dưỡng C.E.O,14.882.961.845,1.603.345.347,14882961845.0,1603345347.0
Công ty TNHH MTV Dịch vụ bảo vệ C.E.O,Công ty TNHH MTV Dịch vụ bảo vệ C.E.O,Công ty TNHH MTV Dịch vụ bảo vệ C.E.O,576.000.000,-,576000000.0,
Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,161.113.636,-,161113636.0,
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,1.170.360.814,-,1170360814.0,
Bán hàng,Bán hàng,Bán hàng,119.960.790.430,18.583.069.828,119960790430.0,18583069828.0
Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,60.076.958.725,16.494.533.337,60076958725.0,16494533337.0
Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,951.779.110,281.176.486,951779110.0,281176486.0
Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,1.530.096.845,656.965.128,1530096845.0,656965128.0
Công ty CP Phát triển Nhà và Đô thị Phú Quốc,Công ty CP Phát triển Nhà và Đô thị Phú Quốc,Công ty CP Phát triển Nhà và Đô thị Phú Quốc,10.327.778.912,-,10327778912.0,
Công ty CP Phát triển dịch vụ C.E.O,Công ty CP Phát triển dịch vụ C.E.O,Công ty CP Phát triển dịch vụ C.E.O,2.419.045.799,1.150.394.877,2419045799.0,1150394877.0
