row_label_raw,row_label_full,col_0,col_1,2016Triệu VND,2015Triệu VND,numeric__col_1,numeric__2016Triệu VND,numeric__2015Triệu VND
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,
01,01,01,Mua sắm tài sản cố định,(200.246),(296.033),,-200246.0,-296033.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",81.027,304.801,,81027.0,304801.0
08,08,08,"Tiền thu từ thanh lý đầu tư, góp vốn vào đơn vị khác",13.226,-,,13226.0,
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ góp vốn,mua cổ phần",345,2.308,,345.0,2308.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGĐẦU TƯ,(105.648),11.076,,-105648.0,11076.0
,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,04,04,Cổ tức đã trả cho cổ đông,(72),(89),,-72.0,-89.0
III,III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNGTÀI CHÍNH,(72),(89),,-72.0,-89.0
IV,IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,1.491.893,(27.787.754),,1491893.0,-27787754.0
V,V,V,TIÊN VÀ CÁC KHOÃN TƯƠNG ĐƯƠNGTIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,12.574.737,40.362.491,,12574737.0,40362491.0
VII,VII,VII,TIÊN VÀ CÁC KHOÃN TƯƠNG ĐƯƠNGTIÊN TẠI THỜI ĐIỂM CUỐI NĂM(THUYẾT MINH SỐ 31),14.066.630,12.574.737,,14066630.0,12574737.0
