row_label_raw,row_label_full,Ban Tổng Giám đốc,Ông Lê Văn Quyết > Ông Trần Tấn Lộc,Tổng Giám đốc(từ ngày 5 tháng 4 năm 2016) > Quyền Tổng Giám đốc(từ ngày 10 tháng 12 năm 2015đến ngày 4 tháng 4 năm 2016) > Phó Tổng Giám đốc Thường trực(đến ngày 9 tháng 12 năm 2015và từ ngày 5 tháng 4 năm 2016),numeric__Ông Lê Văn Quyết > Ông Trần Tấn Lộc,numeric__Tổng Giám đốc(từ ngày 5 tháng 4 năm 2016) > Quyền Tổng Giám đốc(từ ngày 10 tháng 12 năm 2015đến ngày 4 tháng 4 năm 2016) > Phó Tổng Giám đốc Thường trực(đến ngày 9 tháng 12 năm 2015và từ ngày 5 tháng 4 năm 2016)
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Nguyễn Quốc HươngÔng Đào Hồng ChâuBà Đình Thị Thu ThảoBà Văn Thái Bảo NhiÔng Lê Anh TúBà Bùi Đỗ Bích VânÔng Nguyễn Hồ Hoàng Vũ,Phó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcKiểmGiám đốc Tài chính,,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Lê Hải LâmÔng Nguyễn Quang TriếtÔng Nguyễn Văn HảoÔng Masashi MochizukiÔng Bùi Văn ĐạoÔng Yutaka Moriwaki,Phó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốcPhó Tổng Giám đốc(từ ngày 13 tháng 10 năm 2016),,
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ông Cao Xuân Lãnh,Phó Tổng Giám đốc(đến ngày 20 tháng 1 năm 2016),,
