row_label_raw,row_label_full,col_0,Khu vực Miền Bắc Triệu VND,Khu vực Miền Trung Triệu VND,Khu vực Miền Nam Triệu VND,Loại trừ Triệu VND,Tổng Triệu VND,numeric__Khu vực Miền Bắc Triệu VND,numeric__Khu vực Miền Trung Triệu VND,numeric__Khu vực Miền Nam Triệu VND,numeric__Loại trừ Triệu VND,numeric__Tổng Triệu VND
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,
"Tiền mặt, vàng","Tài sản > Tiền mặt, vàng","Tiền mặt, vàng",447.887,243.846,1.349.016,-,2.040.749,447887.0,243846.0,1349016.0,,2040749.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,24.638,15.406,4.700.583,-,4.740.627,24638.0,15406.0,4700583.0,,4740627.0
Tài sản khác,Tài sản > Tài sản khác,Tài sản khác,14.822.650,9.672.127,95.435.881,(1.862.359),118.068.299,14822650.0,9672127.0,95435881.0,-1862359.0,118068299.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,
Nợ phải trả khách hàng bên ngoài,Nợ phải trả > Nợ phải trả khách hàng bên ngoài,Nợ phải trả khách hàng bên ngoài,(16.215.129),(5.314.319),(88.474.440),94.692,(109.909.196),-16215129.0,-5314319.0,-88474440.0,94692.0,-109909196.0
Nợ phải trả nội bộ,Nợ phải trả > Nợ phải trả nội bộ,Nợ phải trả nội bộ,(230),-,(9.793),-,(10.023),-230.0,,-9793.0,,-10023.0
Nợ phải trả khác,Nợ phải trả > Nợ phải trả khác,Nợ phải trả khác,(407.264),(170.434),(2.019.185),811.148,(1.785.735),-407264.0,-170434.0,-2019185.0,811148.0,-1785735.0
