row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
A,A,A,TÀI SẢN,,,,,,,
I,A > I,I,"Tiền mặt, vàng",4,2.020.060,2.040.749,,4.0,2020060.0,2040749.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,5,3.765.279,2.716.264,,5.0,3765279.0,2716264.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,6,8.281.291,7.833.274,,6.0,8281291.0,7833274.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,8.296.841,7.833.274,,,8296841.0,7833274.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,95.000,95.000,,,95000.0,95000.0
3,A > 3,3,Dự phòng rủi ro,,(110.550),(95.000),,,-110550.0,-95000.0
V,A > V,V,Các công cụ tài chính phải sinh và các tài sản tài chính khác,7,9.841,30.797,,7.0,9841.0,30797.0
VI,A > VI,VI,Cho vay khách hàng,,85.824.814,83.889.887,,,85824814.0,83889887.0
1,A > 1,1,Cho vay khách hàng,8,86.891.327,84.759.792,,8.0,86891327.0,84759792.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,9,(1.066.513),(869.905),,9.0,-1066513.0,-869905.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,10,20.195.957,19.118.084,,10.0,20195957.0,19118084.0
1,A > 1,1,Chứng khoán đầu tư sẵn sàng để bán,,9.388.719,3.957.184,,,9388719.0,3957184.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,12.219.500,16.178.452,,,12219500.0,16178452.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.412.262),(1.017.552),,,-1412262.0,-1017552.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",11,1.856.808,1.869.834,,11.0,1856808.0,1869834.0
4,A > 4,4,Đầu tư dài hạn khác,,1.937.865,2.031.645,,,1937865.0,2031645.0
5,A > 5,5,Dự phòng giảm giá đầu tư dài hạn,,(81.057),(161.811),,,-81057.0,-161811.0
X,A > X,X,Tài sản cố định,,3.367.929,4.740.627,,,3367929.0,4740627.0
1,A > 1,1,Tài sản cố định hữu hình,12,854.498,1.105.024,,12.0,854498.0,1105024.0
a,A > a,a,Nguyên giá,,1.935.088,2.033.247,,,1935088.0,2033247.0
b,A > b,b,Giá trị hao mòn lũy kế,,(1.080.590),(928.223),,,-1080590.0,-928223.0
3,A > 3,3,Tài sản cố định vô hình,13,2.513.431,3.635.603,,13.0,2513431.0,3635603.0
a,A > a,a,Nguyên giá,,2.621.600,3.730.270,,,2621600.0,3730270.0
b,A > b,b,Giá trị hao mòn lũy kế,,(108.169),(94.667),,,-108169.0,-94667.0
XII,A > XII,XII,Tài sản Có khác,14,3.479.529,2.610.159,,14.0,3479529.0,2610159.0
1,A > 1,1,Các khoản phải thu,,1.271.087,1.520.156,,,1271087.0,1520156.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,840.414,992.436,,,840414.0,992436.0
4,A > 4,4,Tài sản Có khác,,1.374.053,103.567,,,1374053.0,103567.0
5,A > 5,5,Các khoản dự phòng rủi ro cho các tài sản Có nội bảng khác,,(6.025),(6.000),,,-6025.0,-6000.0
,,,TỔNG TÀI SẢN,,128.801.508,124.849.675,,,128801508.0,124849675.0
