row_label_raw,row_label_full,col_0,31/12/2016Triệu VND,31/12/2015Triệu VND,numeric__31/12/2016Triệu VND,numeric__31/12/2015Triệu VND
Tiền gửi tại các tổ chức tín dụng (“TCTD”) khác,Tiền gửi tại các tổ chức tín dụng (“TCTD”) khác,Tiền gửi tại các tổ chức tín dụng (“TCTD”) khác,Tiền gửi tại các tổ chức tín dụng (“TCTD”) khác,Tiền gửi tại các tổ chức tín dụng (“TCTD”) khác,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
▪ Bằng VND,Tiền gửi không kỳ hạn > ▪ Bằng VND,▪ Bằng VND,117.215,98.808,117215.0,98808.0
▪ Bằng ngoại tệ,Tiền gửi không kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,1.851.464,3.303.126,1851464.0,3303126.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
▪ Bằng VND,Tiền gửi có kỳ hạn > ▪ Bằng VND,▪ Bằng VND,4.546.212,3.321.550,4546212.0,3321550.0
▪ Bằng ngoại tệ,Tiền gửi có kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,1.781.950,1.109.790,1781950.0,1109790.0
,,,8.296.841,7.833.274,8296841.0,7833274.0
Dự phòng rủi ro tiền gửi tại các TCTD khác,Tiền gửi có kỳ hạn > Dự phòng rủi ro tiền gửi tại các TCTD khác,Dự phòng rủi ro tiền gửi tại các TCTD khác,(15.550),-,-15550.0,
,,,8.281.291,7.833.274,8281291.0,7833274.0
Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác,,
▪ Bằng VND,Cho vay các tổ chức tín dụng khác > ▪ Bằng VND,▪ Bằng VND,95.000,95.000,95000.0,95000.0
Dự phòng rủi ro cho vay các tổ chức tín dụng khác,Cho vay các tổ chức tín dụng khác > Dự phòng rủi ro cho vay các tổ chức tín dụng khác,Dự phòng rủi ro cho vay các tổ chức tín dụng khác,(95.000),(95.000),-95000.0,-95000.0
,,,-,-,,
,,,8.281.291,7.833.274,8281291.0,7833274.0
