row_label_raw,row_label_full,Bên liên quan,Nghiệp vụ,Số tiền VND,numeric__Nghiệp vụ,numeric__Số tiền VND
Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Bán cây cao su thanh lý,65.100.089.130,,65100089130.0
Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Bán hàng hóa dịch vụ,5.116.721.407,,5116721407.0
Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Công ty CP Đầu tư Xây dựng Cao su,Mua hàng hóa dịch vụ,11.846.248.155,,11846248155.0
Công ty CP Xây dựng Tư vấn đầu tư,Công ty CP Xây dựng Tư vấn đầu tư,Công ty CP Xây dựng Tư vấn đầu tư,Bán hàng hóa dịch vụ,270.270.000,,270270000.0
Công ty CP Xây dựng Tư vấn đầu tư,Công ty CP Xây dựng Tư vấn đầu tư,Công ty CP Xây dựng Tư vấn đầu tư,Mua hàng hóa dịch vụ,57.620.146,,57620146.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Bán cây cao su thanh lý,85.274.554.302,,85274554302.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Bán hàng hóa dịch vụ,970.731.618,,970731618.0
Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Bán hàng hóa dịch vụ,24.980.850.000,,24980850000.0
Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Công ty CP Chi sợi Cao su VRG Sa do,Mua hàng hóa dịch vụ,216.342.400,,216342400.0
Công ty CP Chế biến Gỗ Cao su Chư Pãh,Công ty CP Chế biến Gỗ Cao su Chư Pãh,Công ty CP Chế biến Gỗ Cao su Chư Pãh,Bán cây cao su thanh lý,11.650.712.000,,11650712000.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Doanh thu bán mù cao su,14.110.031.000,,14110031000.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Mua hàng hóa dịch vụ,55.000.000,,55000000.0
Công ty CP Khu công nghiệp Hồ Nai,Công ty CP Khu công nghiệp Hồ Nai,Công ty CP Khu công nghiệp Hồ Nai,Bán hàng hóa dịch vụ,76.032.000,,76032000.0
Công ty CP KD BOT Đường ĐT.741,Công ty CP KD BOT Đường ĐT.741,Công ty CP KD BOT Đường ĐT.741,Bán hàng hóa dịch vụ,375.380.953,,375380953.0
