row_label_raw,row_label_full,Chỉ tiêu > Số dư đầu năm trước > - Tăng trong năm trước > - Lãi/lỗ trong năm trước > - Giảm trong năm trước,Vốn góp của chủ sở hữu > 40.000.000.000.000,Thặng dư vốn cổ phần > 130.155.637.008,Vốn khác của chủ sở hữu > 10.591.031.002,Cổ phiếu quỹ > (107.405.977.656),Chênh lệch đánh giá lại tài sản > (1.970.416.888.830) > 349.215.500.826,Chênh lệch tỷ giá > 1.139.773.483.722 > 268.222.118.638,Cộng > 39.202.697.285.246 > 617.437.619.464 > -,numeric__Vốn góp của chủ sở hữu > 40.000.000.000.000,numeric__Thặng dư vốn cổ phần > 130.155.637.008,numeric__Vốn khác của chủ sở hữu > 10.591.031.002,numeric__Cổ phiếu quỹ > (107.405.977.656),numeric__Chênh lệch đánh giá lại tài sản > (1.970.416.888.830) > 349.215.500.826,numeric__Chênh lệch tỷ giá > 1.139.773.483.722 > 268.222.118.638,numeric__Cộng > 39.202.697.285.246 > 617.437.619.464 > -
- Giảm khác,- Giảm khác,- Giảm khác,,,,,,,-,,,,,,,
Số dư đầu năm nay,- Giảm khác > Số dư đầu năm nay,Số dư đầu năm nay,40.000.000.000.000,130.155.637.008,10.591.031.002,(107.405.977.656),(1.621.201.388.004),1.407.995.602.360,39.820.134.904.710,40000000000000.0,130155637008.0,10591031002.0,-107405977656.0,-1621201388004.0,1407995602360.0,39820134904710.0
- Tăng trong năm,- Giảm khác > - Tăng trong năm,- Tăng trong năm,,,,,23.046.436.327,,23.046.436.327,,,,,23046436327.0,,23046436327.0
- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,- Lãi/lỗ trong năm,,,,,,,-,,,,,,,
- Giảm trong năm,- Lãi/lỗ trong năm > - Giảm trong năm,- Giảm trong năm,,,,(120.775.362),,(247.619.595.833),(247.740.371.195),,,,-120775362.0,,-247619595833.0,-247740371195.0
Số dư cuối năm,- Lãi/lỗ trong năm > Số dư cuối năm,Số dư cuối năm,40.000.000.000.000,130.155.637.008,10.591.031.002,(107.526.753.018),(1.598.154.951.677),1.160.376.006.527,39.595.440.969.842,40000000000000.0,130155637008.0,10591031002.0,-107526753018.0,-1598154951677.0,1160376006527.0,39595440969842.0
