row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Đơn vị tính: VND > 31/12/2019,Đơn vị tính: VND > 01/01/2019,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Đơn vị tính: VND > 31/12/2019,numeric__Đơn vị tính: VND > 01/01/2019
200,200,200,B. TÀI SẢN DÀI HẠN,,57.447.216.945.365,58.943.880.806.308,,,57447216945365.0,58943880806308.0
210,210,210,I. Các khoản phải thu dài hạn,,741.051.795.456,884.713.762.228,,,741051795456.0,884713762228.0
211,211,211,1. Phải thu dài hạn của khách hàng,V.03,0,0,,,0.0,0.0
212,212,212,2. Trà trước cho người bán dài hạn,V.04,76.087.942.202,76.909.390.027,,,76087942202.0,76909390027.0
213,213,213,3. Vốn kinh doanh ở đơn vị trực thuộc,,0,0,,,0.0,0.0
214,214,214,4. Phải thu nội bộ dài hạn,,0,0,,,0.0,0.0
215,215,215,5. Phải thu về cho vay dài hạn,V.05,980.833.320.684,1.023.717.354.258,,,980833320684.0,1023717354258.0
216,216,216,6. Phải thu dài hạn khác,V.06,193.644.714.486,278.362.041.878,,,193644714486.0,278362041878.0
219,219,219,7. Dự phòng phải thu dài hạn khó đòi (*),,(509.514.181.916),(494.275.023.935),,,-509514181916.0,-494275023935.0
220,220,220,II. Tài sản cố định,,27.698.715.825.244,25.428.791.371.345,,,27698715825244.0,25428791371345.0
221,221,221,1. Tài sản cố định hữu hình,V.11,27.580.418.871.645,25.303.929.179.638,,,27580418871645.0,25303929179638.0
222,222,222,- Nguyên giá,,40.834.566.234.145,37.369.197.470.204,,,40834566234145.0,37369197470204.0
223,223,223,- Giá trị hao mòn lũy kế,,(13.254.147.362.500),(12.065.268.290.566),,,-13254147362500.0,-12065268290566.0
224,224,224,2. Tài sản cố định thuê tài chính,,0,0,,,0.0,0.0
225,225,225,- Nguyên giá,,0,0,,,0.0,0.0
226,226,226,- Giá trị hao mòn lũy kế,,0,0,,,0.0,0.0
227,227,227,3. Tài sản cố định vô hình,V.12,118.296.953.599,124.862.191.707,,,118296953599.0,124862191707.0
228,228,228,- Nguyên giá,,182.547.562.368,180.768.708.917,,,182547562368.0,180768708917.0
229,229,229,- Giá trị hao mòn lũy kế,,(64.250.608.769),(55.906.517.210),,,-64250608769.0,-55906517210.0
230,230,230,III. Bất động sản đầu tư,V.13,1.345.307.408.338,1.183.252.881.783,,,1345307408338.0,1183252881783.0
231,231,231,- Nguyên giá,,1.824.485.029.827,1.574.310.043.433,,,1824485029827.0,1574310043433.0
232,232,232,- Giá trị hao mòn lũy kế,,(479.177.621.489),(391.057.161.650),,,-479177621489.0,-391057161650.0
240,240,240,IV. Tài sản dỡ dang dài hạn,V.14,21.744.568.006.262,25.425.002.744.659,,,21744568006262.0,25425002744659.0
241,241,241,1. Chi phí sản xuất kinh doanh dở dang dài hạn,,145.694.093.360,154.090.078.859,,,145694093360.0,154090078859.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,,21.598.873.912.902,25.270.912.665.800,,,21598873912902.0,25270912665800.0
250,250,250,V. Đầu tư tài chính dài hạn,V.02,3.430.613.964.596,3.610.365.847.616,,,3430613964596.0,3610365847616.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,2.616.617.028.992,2.426.584.956.038,,,2616617028992.0,2426584956038.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,274.723.400.907,352.306.757.324,,,274723400907.0,352306757324.0
254,254,254,3. Dự phòng đầu tư tài chính dài hạn (*),,(31.557.012.104),(17.795.619.392),,,-31557012104.0,-17795619392.0
255,255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,570.830.546.801,849.269.753.646,,,570830546801.0,849269753646.0
260,260,260,VI. Tài sản dài hạn khác,,2.486.959.945.469,2.411.754.198.677,,,2486959945469.0,2411754198677.0
261,261,261,1. Chi phí trả trước dài hạn,V.09,2.339.941.806.961,2.264.271.526.231,,,2339941806961.0,2264271526231.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,V.15,85.807.818.011,77.501.049.123,,,85807818011.0,77501049123.0
263,263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,45.721.090.866,38.426.587.960,,,45721090866.0,38426587960.0
268,268,268,4. Tài sản dài hạn khác,,0,0,,,0.0,0.0
269,269,269,5. Lợi thế thương mại,V.16,15.489.229.631,31.555.035.363,,,15489229631.0,31555035363.0
270,270,270,TỔNG CỘNG TÀI SẢN,,78.517.039.939.639,77.373.195.939.536,,,78517039939639.0,77373195939536.0
