row_label_raw,row_label_full,03.1. Phải thu ngắn hạn của khách hàng,31/12/2019,01/01/2019,numeric__31/12/2019,numeric__01/01/2019
Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,Phải thu khách hàng mua mù cao su nội địa,343.559.464.901,532.506.762.313,343559464901.0,532506762313.0
Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,Phải thu khách hàng mua mù cao xu xuất khẩu,184.718.020.049,283.826.644.624,184718020049.0,283826644624.0
"Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ","Phải thu khách hàng về hoạt động gia công chế biến mù cao su, pallet, sản xuất các sản phẩm từ gỗ",379.356.088.631,283.528.862.181,379356088631.0,283528862181.0
Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,Phải thu khách hàng về hoạt động sản xuất kinh doanh điện năng,22.651.787.446,43.556.851.521,22651787446.0,43556851521.0
"Phải thu khách hàng mua cây cao su thanh lý, gầy đồ","Phải thu khách hàng mua cây cao su thanh lý, gầy đồ","Phải thu khách hàng mua cây cao su thanh lý, gầy đồ",89.826.525.674,61.659.142.464,89826525674.0,61659142464.0
"Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng","Phải thu về khách hàng hoạt động xây dựng, lắp đặt, sửa chữa, bảo trì và duy tu công trình xây dựng",930.092.097,1.207.200.116,930092097.0,1207200116.0
"Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị","Phải thu khách hàng về bán, chuyển giao và lắp đặt công trình cơ khí, máy móc thiết bị",44.316.223.541,17.841.562.762,44316223541.0,17841562762.0
"Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình","Phải thu khách hàng về hoạt động tư vấn, giám sát và các dịch vụ thẩm định trong xây lắp công trình",84.621.250,0,84621250.0,0.0
Phải thu khách hàng về hoạt động chuyển nhượng bắt động sản,Phải thu khách hàng về hoạt động chuyển nhượng bắt động sản,Phải thu khách hàng về hoạt động chuyển nhượng bắt động sản,6.228.722.729,28.834.426.948,6228722729.0,28834426948.0
"Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư","Phải thu về khách hàng thuê hạ tầng khu công nghiệp, khu dân cư",72.301.105.634,60.165.825.923,72301105634.0,60165825923.0
Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,Phải thu khách hàng hoạt động cho thuê tài sản,1.200.631.656,36.500.880,1200631656.0,36500880.0
"Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn","Phải thu khách hàng hoạt động lưu trú ngắn ngày, lữ hành, du lịch và dịch vụ nhà hàng khách sạn",5.489.116,63.550.000,5489116.0,63550000.0
"Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác","Phải thu khách hàng về mua bán hàng hóa, cung cấp dịch vụ khác",245.914.381.125,445.454.693.452,245914381125.0,445454693452.0
Cộng,Cộng,Cộng,1.391.093.153.849,1.758.682.023.184,1391093153849.0,1758682023184.0
