row_label_raw,row_label_full,02. Các khoản giảm trừ doanh thu,Năm 2019,Tư ngày 01/06/2018đến ngày 31/12/2018,numeric__Năm 2019,numeric__Tư ngày 01/06/2018đến ngày 31/12/2018
- Chiết khấu thương mại,- Chiết khấu thương mại,- Chiết khấu thương mại,9.986.962.719,2.744.481.332,9986962719.0,2744481332.0
- Giảm giá hàng bán,- Giảm giá hàng bán,- Giảm giá hàng bán,1.095.194.305,183.051.182,1095194305.0,183051182.0
- Hàng bán bị trả lại,- Hàng bán bị trả lại,- Hàng bán bị trả lại,9.494.322.271,5.948.247.347,9494322271.0,5948247347.0
Cộng,Cộng,Cộng,20.576.479.295,8.875.779.861,20576479295.0,8875779861.0
